Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	111.0	114.0	0	15000	Common Yellowthroat	comyel	0.0820	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	111.0
2	Spectrogram 1	1	189.0	192.0	0	15000	Common Yellowthroat	comyel	0.2602	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	189.0
3	Spectrogram 1	1	201.0	204.0	0	15000	Eastern Meadowlark	easmea	0.0739	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	201.0
4	Spectrogram 1	1	330.0	333.0	0	15000	Common Yellowthroat	comyel	0.0689	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	330.0
5	Spectrogram 1	1	696.0	699.0	0	15000	Common Yellowthroat	comyel	0.0774	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	696.0
6	Spectrogram 1	1	765.0	768.0	0	15000	Common Yellowthroat	comyel	0.0719	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	765.0
7	Spectrogram 1	1	819.0	822.0	0	15000	Common Yellowthroat	comyel	0.0636	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	819.0
8	Spectrogram 1	1	1317.0	1320.0	0	15000	Common Yellowthroat	comyel	0.0642	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	1317.0
9	Spectrogram 1	1	1326.0	1329.0	0	15000	Upland Sandpiper	uplsan	0.1281	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	1326.0
10	Spectrogram 1	1	1668.0	1671.0	0	15000	Horned Lark	horlar	0.1464	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	1668.0
11	Spectrogram 1	1	1932.0	1935.0	0	15000	Horned Lark	horlar	0.1163	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	1932.0
12	Spectrogram 1	1	2160.0	2163.0	0	15000	Horned Lark	horlar	0.0538	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	2160.0
13	Spectrogram 1	1	2187.0	2190.0	0	15000	Horned Lark	horlar	0.1328	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	2187.0
14	Spectrogram 1	1	3279.0	3282.0	0	15000	Horned Lark	horlar	0.1018	D:\AcousticMonitoringData\ELDON5_Data\Week17\ELDON5_20250502_200602.wav	3279.0
