Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Common Name	Species Code	Confidence
107	Spectrogram 1	1	405.000000000	408.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	405.0000	Blue Grosbeak	blugrb1	0.0246
108	Waveform 1	1	408.000000000	411.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	408.0000	Blue Grosbeak	blugrb1	0.0148
108	Spectrogram 1	1	408.000000000	411.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	408.0000	Blue Grosbeak	blugrb1	0.0148
109	Waveform 1	1	414.000000000	417.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	414.0000	Blue Grosbeak	blugrb1	0.0163
109	Spectrogram 1	1	414.000000000	417.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	414.0000	Blue Grosbeak	blugrb1	0.0163
110	Waveform 1	1	417.000000000	420.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	417.0000	Blue Grosbeak	blugrb1	0.0123
110	Spectrogram 1	1	417.000000000	420.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	417.0000	Blue Grosbeak	blugrb1	0.0123
111	Waveform 1	1	420.000000000	423.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	420.0000	Blue Grosbeak	blugrb1	0.0105
111	Spectrogram 1	1	420.000000000	423.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	420.0000	Blue Grosbeak	blugrb1	0.0105
112	Waveform 1	1	426.000000000	429.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	426.0000	Field Sparrow	fiespa	0.0197
112	Spectrogram 1	1	426.000000000	429.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	426.0000	Field Sparrow	fiespa	0.0197
113	Waveform 1	1	429.000000000	432.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	429.0000	Blue Grosbeak	blugrb1	0.0149
113	Spectrogram 1	1	429.000000000	432.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	429.0000	Blue Grosbeak	blugrb1	0.0149
114	Waveform 1	1	447.000000000	450.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	447.0000	Blue Grosbeak	blugrb1	0.0102
114	Spectrogram 1	1	447.000000000	450.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	447.0000	Blue Grosbeak	blugrb1	0.0102
115	Waveform 1	1	456.000000000	459.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	456.0000	Blue Grosbeak	blugrb1	0.0256
115	Spectrogram 1	1	456.000000000	459.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	456.0000	Blue Grosbeak	blugrb1	0.0256
116	Waveform 1	1	456.000000000	459.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	456.0000	Field Sparrow	fiespa	0.0192
116	Spectrogram 1	1	456.000000000	459.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	456.0000	Field Sparrow	fiespa	0.0192
117	Waveform 1	1	462.000000000	465.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	462.0000	Field Sparrow	fiespa	0.0242
117	Spectrogram 1	1	462.000000000	465.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	462.0000	Field Sparrow	fiespa	0.0242
118	Waveform 1	1	483.000000000	486.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	483.0000	Blue Grosbeak	blugrb1	0.0169
118	Spectrogram 1	1	483.000000000	486.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	483.0000	Blue Grosbeak	blugrb1	0.0169
119	Waveform 1	1	486.000000000	489.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	486.0000	Blue Grosbeak	blugrb1	0.0145
119	Spectrogram 1	1	486.000000000	489.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	486.0000	Blue Grosbeak	blugrb1	0.0145
120	Waveform 1	1	504.000000000	507.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	504.0000	Blue Grosbeak	blugrb1	0.0111
120	Spectrogram 1	1	504.000000000	507.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	504.0000	Blue Grosbeak	blugrb1	0.0111
121	Waveform 1	1	522.000000000	525.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	522.0000	Blue Grosbeak	blugrb1	0.0116
121	Spectrogram 1	1	522.000000000	525.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	522.0000	Blue Grosbeak	blugrb1	0.0116
122	Waveform 1	1	561.000000000	564.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	561.0000	Blue Grosbeak	blugrb1	0.0160
122	Spectrogram 1	1	561.000000000	564.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	561.0000	Blue Grosbeak	blugrb1	0.0160
123	Waveform 1	1	570.000000000	573.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	570.0000	Blue Grosbeak	blugrb1	0.0150
123	Spectrogram 1	1	570.000000000	573.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	570.0000	Blue Grosbeak	blugrb1	0.0150
124	Waveform 1	1	573.000000000	576.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	573.0000	Blue Grosbeak	blugrb1	0.0131
124	Spectrogram 1	1	573.000000000	576.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	573.0000	Blue Grosbeak	blugrb1	0.0131
125	Waveform 1	1	588.000000000	591.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	588.0000	Blue Grosbeak	blugrb1	0.0152
125	Spectrogram 1	1	588.000000000	591.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	588.0000	Blue Grosbeak	blugrb1	0.0152
126	Waveform 1	1	621.000000000	624.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	621.0000	Blue Grosbeak	blugrb1	0.0171
126	Spectrogram 1	1	621.000000000	624.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	621.0000	Blue Grosbeak	blugrb1	0.0171
127	Waveform 1	1	633.000000000	636.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	633.0000	Blue Grosbeak	blugrb1	0.0106
127	Spectrogram 1	1	633.000000000	636.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	633.0000	Blue Grosbeak	blugrb1	0.0106
128	Waveform 1	1	645.000000000	648.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	645.0000	Blue Grosbeak	blugrb1	0.0121
128	Spectrogram 1	1	645.000000000	648.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	645.0000	Blue Grosbeak	blugrb1	0.0121
129	Waveform 1	1	657.000000000	660.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	657.0000	Blue Grosbeak	blugrb1	0.0365
129	Spectrogram 1	1	657.000000000	660.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	657.0000	Blue Grosbeak	blugrb1	0.0365
130	Waveform 1	1	657.000000000	660.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	657.0000	Field Sparrow	fiespa	0.0145
130	Spectrogram 1	1	657.000000000	660.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	657.0000	Field Sparrow	fiespa	0.0145
131	Waveform 1	1	660.000000000	663.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	660.0000	Blue Grosbeak	blugrb1	0.0155
131	Spectrogram 1	1	660.000000000	663.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	660.0000	Blue Grosbeak	blugrb1	0.0155
132	Waveform 1	1	669.000000000	672.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	669.0000	Blue Grosbeak	blugrb1	0.0146
132	Spectrogram 1	1	669.000000000	672.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	669.0000	Blue Grosbeak	blugrb1	0.0146
133	Waveform 1	1	684.000000000	687.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	684.0000	Blue Grosbeak	blugrb1	0.0194
133	Spectrogram 1	1	684.000000000	687.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	684.0000	Blue Grosbeak	blugrb1	0.0194
134	Waveform 1	1	702.000000000	705.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	702.0000	Blue Grosbeak	blugrb1	0.0108
134	Spectrogram 1	1	702.000000000	705.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	702.0000	Blue Grosbeak	blugrb1	0.0108
135	Waveform 1	1	705.000000000	708.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	705.0000	Blue Grosbeak	blugrb1	0.0109
135	Spectrogram 1	1	705.000000000	708.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	705.0000	Blue Grosbeak	blugrb1	0.0109
136	Waveform 1	1	708.000000000	711.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	708.0000	Blue Grosbeak	blugrb1	0.0132
136	Spectrogram 1	1	708.000000000	711.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	708.0000	Blue Grosbeak	blugrb1	0.0132
137	Waveform 1	1	726.000000000	729.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	726.0000	Blue Grosbeak	blugrb1	0.0126
137	Spectrogram 1	1	726.000000000	729.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	726.0000	Blue Grosbeak	blugrb1	0.0126
138	Waveform 1	1	762.000000000	765.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	762.0000	Blue Grosbeak	blugrb1	0.0132
138	Spectrogram 1	1	762.000000000	765.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	762.0000	Blue Grosbeak	blugrb1	0.0132
139	Waveform 1	1	777.000000000	780.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	777.0000	Blue Grosbeak	blugrb1	0.0205
139	Spectrogram 1	1	777.000000000	780.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	777.0000	Blue Grosbeak	blugrb1	0.0205
140	Waveform 1	1	780.000000000	783.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	780.0000	Blue Grosbeak	blugrb1	0.0423
140	Spectrogram 1	1	780.000000000	783.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	780.0000	Blue Grosbeak	blugrb1	0.0423
141	Waveform 1	1	783.000000000	786.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	783.0000	Blue Grosbeak	blugrb1	0.0165
141	Spectrogram 1	1	783.000000000	786.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	783.0000	Blue Grosbeak	blugrb1	0.0165
142	Waveform 1	1	789.000000000	792.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	789.0000	Blue Grosbeak	blugrb1	0.0110
142	Spectrogram 1	1	789.000000000	792.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	789.0000	Blue Grosbeak	blugrb1	0.0110
143	Waveform 1	1	795.000000000	798.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	795.0000	Blue Grosbeak	blugrb1	0.0348
143	Spectrogram 1	1	795.000000000	798.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	795.0000	Blue Grosbeak	blugrb1	0.0348
144	Waveform 1	1	828.000000000	831.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	828.0000	Blue Grosbeak	blugrb1	0.0174
144	Spectrogram 1	1	828.000000000	831.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	828.0000	Blue Grosbeak	blugrb1	0.0174
145	Waveform 1	1	834.000000000	837.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	834.0000	Blue Grosbeak	blugrb1	0.0117
145	Spectrogram 1	1	834.000000000	837.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	834.0000	Blue Grosbeak	blugrb1	0.0117
146	Waveform 1	1	840.000000000	843.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	840.0000	Blue Grosbeak	blugrb1	0.0155
146	Spectrogram 1	1	840.000000000	843.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	840.0000	Blue Grosbeak	blugrb1	0.0155
147	Waveform 1	1	849.000000000	852.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	849.0000	Blue Grosbeak	blugrb1	0.0103
147	Spectrogram 1	1	849.000000000	852.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	849.0000	Blue Grosbeak	blugrb1	0.0103
148	Waveform 1	1	855.000000000	858.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	855.0000	Blue Grosbeak	blugrb1	0.0142
148	Spectrogram 1	1	855.000000000	858.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	855.0000	Blue Grosbeak	blugrb1	0.0142
149	Waveform 1	1	876.000000000	879.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	876.0000	Blue Grosbeak	blugrb1	0.0176
149	Spectrogram 1	1	876.000000000	879.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	876.0000	Blue Grosbeak	blugrb1	0.0176
150	Waveform 1	1	879.000000000	882.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	879.0000	Blue Grosbeak	blugrb1	0.0117
150	Spectrogram 1	1	879.000000000	882.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	879.0000	Blue Grosbeak	blugrb1	0.0117
151	Waveform 1	1	885.000000000	888.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	885.0000	Blue Grosbeak	blugrb1	0.0173
151	Spectrogram 1	1	885.000000000	888.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	885.0000	Blue Grosbeak	blugrb1	0.0173
152	Waveform 1	1	909.000000000	912.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	909.0000	Blue Grosbeak	blugrb1	0.0114
152	Spectrogram 1	1	909.000000000	912.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	909.0000	Blue Grosbeak	blugrb1	0.0114
153	Waveform 1	1	912.000000000	915.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	912.0000	Blue Grosbeak	blugrb1	0.0150
153	Spectrogram 1	1	912.000000000	915.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	912.0000	Blue Grosbeak	blugrb1	0.0150
154	Waveform 1	1	924.000000000	927.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	924.0000	Field Sparrow	fiespa	0.0338
154	Spectrogram 1	1	924.000000000	927.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	924.0000	Field Sparrow	fiespa	0.0338
155	Waveform 1	1	924.000000000	927.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	924.0000	Blue Grosbeak	blugrb1	0.0308
155	Spectrogram 1	1	924.000000000	927.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	924.0000	Blue Grosbeak	blugrb1	0.0308
156	Waveform 1	1	933.000000000	936.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	933.0000	Blue Grosbeak	blugrb1	0.0211
156	Spectrogram 1	1	933.000000000	936.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	933.0000	Blue Grosbeak	blugrb1	0.0211
157	Waveform 1	1	969.000000000	972.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	969.0000	Blue Grosbeak	blugrb1	0.0115
157	Spectrogram 1	1	969.000000000	972.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	969.0000	Blue Grosbeak	blugrb1	0.0115
158	Waveform 1	1	981.000000000	984.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	981.0000	Blue Grosbeak	blugrb1	0.0139
158	Spectrogram 1	1	981.000000000	984.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	981.0000	Blue Grosbeak	blugrb1	0.0139
159	Waveform 1	1	984.000000000	987.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	984.0000	Blue Grosbeak	blugrb1	0.0381
159	Spectrogram 1	1	984.000000000	987.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	984.0000	Blue Grosbeak	blugrb1	0.0381
160	Waveform 1	1	990.000000000	993.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	990.0000	Blue Grosbeak	blugrb1	0.0153
160	Spectrogram 1	1	990.000000000	993.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	990.0000	Blue Grosbeak	blugrb1	0.0153
161	Waveform 1	1	993.000000000	996.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	993.0000	Field Sparrow	fiespa	0.0141
161	Spectrogram 1	1	993.000000000	996.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	993.0000	Field Sparrow	fiespa	0.0141
162	Waveform 1	1	993.000000000	996.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	993.0000	Blue Grosbeak	blugrb1	0.0135
162	Spectrogram 1	1	993.000000000	996.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	993.0000	Blue Grosbeak	blugrb1	0.0135
163	Waveform 1	1	996.000000000	999.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	996.0000	Blue Grosbeak	blugrb1	0.0167
163	Spectrogram 1	1	996.000000000	999.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	996.0000	Blue Grosbeak	blugrb1	0.0167
164	Waveform 1	1	996.000000000	999.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	996.0000	Field Sparrow	fiespa	0.0133
164	Spectrogram 1	1	996.000000000	999.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	996.0000	Field Sparrow	fiespa	0.0133
165	Waveform 1	1	999.000000000	1002.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	999.0000	Field Sparrow	fiespa	0.0319
165	Spectrogram 1	1	999.000000000	1002.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	999.0000	Field Sparrow	fiespa	0.0319
166	Waveform 1	1	999.000000000	1002.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	999.0000	Blue Grosbeak	blugrb1	0.0232
166	Spectrogram 1	1	999.000000000	1002.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	999.0000	Blue Grosbeak	blugrb1	0.0232
167	Waveform 1	1	1002.000000000	1005.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1002.0000	Blue Grosbeak	blugrb1	0.0125
167	Spectrogram 1	1	1002.000000000	1005.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1002.0000	Blue Grosbeak	blugrb1	0.0125
168	Waveform 1	1	1011.000000000	1014.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1011.0000	Blue Grosbeak	blugrb1	0.0194
168	Spectrogram 1	1	1011.000000000	1014.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1011.0000	Blue Grosbeak	blugrb1	0.0194
169	Waveform 1	1	1014.000000000	1017.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1014.0000	Field Sparrow	fiespa	0.0200
169	Spectrogram 1	1	1014.000000000	1017.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1014.0000	Field Sparrow	fiespa	0.0200
170	Waveform 1	1	1014.000000000	1017.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1014.0000	Blue Grosbeak	blugrb1	0.0159
170	Spectrogram 1	1	1014.000000000	1017.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1014.0000	Blue Grosbeak	blugrb1	0.0159
171	Waveform 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Field Sparrow	fiespa	0.0350
171	Spectrogram 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Field Sparrow	fiespa	0.0350
172	Waveform 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Blue Grosbeak	blugrb1	0.0256
172	Spectrogram 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Blue Grosbeak	blugrb1	0.0256
173	Waveform 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Common Yellowthroat	comyel	0.0113
173	Spectrogram 1	1	1017.000000000	1020.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1017.0000	Common Yellowthroat	comyel	0.0113
174	Waveform 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Blue Grosbeak	blugrb1	0.0352
174	Spectrogram 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Blue Grosbeak	blugrb1	0.0352
175	Waveform 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Eastern Meadowlark	easmea	0.0121
