Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Common Name	Species Code	Confidence
175	Spectrogram 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Eastern Meadowlark	easmea	0.0121
176	Waveform 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Common Yellowthroat	comyel	0.0112
176	Spectrogram 1	1	1020.000000000	1023.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1020.0000	Common Yellowthroat	comyel	0.0112
177	Waveform 1	1	1023.000000000	1026.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1023.0000	Blue Grosbeak	blugrb1	0.0119
177	Spectrogram 1	1	1023.000000000	1026.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1023.0000	Blue Grosbeak	blugrb1	0.0119
178	Waveform 1	1	1026.000000000	1029.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1026.0000	Field Sparrow	fiespa	0.0202
178	Spectrogram 1	1	1026.000000000	1029.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1026.0000	Field Sparrow	fiespa	0.0202
179	Waveform 1	1	1026.000000000	1029.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1026.0000	Blue Grosbeak	blugrb1	0.0117
179	Spectrogram 1	1	1026.000000000	1029.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1026.0000	Blue Grosbeak	blugrb1	0.0117
180	Waveform 1	1	1029.000000000	1032.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1029.0000	Blue Grosbeak	blugrb1	0.0133
180	Spectrogram 1	1	1029.000000000	1032.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1029.0000	Blue Grosbeak	blugrb1	0.0133
181	Waveform 1	1	1032.000000000	1035.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1032.0000	Blue Grosbeak	blugrb1	0.0407
181	Spectrogram 1	1	1032.000000000	1035.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1032.0000	Blue Grosbeak	blugrb1	0.0407
182	Waveform 1	1	1035.000000000	1038.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1035.0000	Field Sparrow	fiespa	0.0324
182	Spectrogram 1	1	1035.000000000	1038.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1035.0000	Field Sparrow	fiespa	0.0324
183	Waveform 1	1	1035.000000000	1038.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1035.0000	Blue Grosbeak	blugrb1	0.0208
183	Spectrogram 1	1	1035.000000000	1038.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1035.0000	Blue Grosbeak	blugrb1	0.0208
184	Waveform 1	1	1041.000000000	1044.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1041.0000	Blue Grosbeak	blugrb1	0.0121
184	Spectrogram 1	1	1041.000000000	1044.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1041.0000	Blue Grosbeak	blugrb1	0.0121
185	Waveform 1	1	1044.000000000	1047.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1044.0000	Blue Grosbeak	blugrb1	0.0180
185	Spectrogram 1	1	1044.000000000	1047.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1044.0000	Blue Grosbeak	blugrb1	0.0180
186	Waveform 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Blue Grosbeak	blugrb1	0.0413
186	Spectrogram 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Blue Grosbeak	blugrb1	0.0413
187	Waveform 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Common Yellowthroat	comyel	0.0350
187	Spectrogram 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Common Yellowthroat	comyel	0.0350
188	Waveform 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Field Sparrow	fiespa	0.0299
188	Spectrogram 1	1	1047.000000000	1050.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1047.0000	Field Sparrow	fiespa	0.0299
189	Waveform 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Blue Grosbeak	blugrb1	0.0381
189	Spectrogram 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Blue Grosbeak	blugrb1	0.0381
190	Waveform 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Common Yellowthroat	comyel	0.0259
190	Spectrogram 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Common Yellowthroat	comyel	0.0259
191	Waveform 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Field Sparrow	fiespa	0.0212
191	Spectrogram 1	1	1050.000000000	1053.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1050.0000	Field Sparrow	fiespa	0.0212
192	Waveform 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Common Yellowthroat	comyel	0.0121
192	Spectrogram 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Common Yellowthroat	comyel	0.0121
193	Waveform 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Blue Grosbeak	blugrb1	0.0114
193	Spectrogram 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Blue Grosbeak	blugrb1	0.0114
194	Waveform 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Field Sparrow	fiespa	0.0102
194	Spectrogram 1	1	1053.000000000	1056.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1053.0000	Field Sparrow	fiespa	0.0102
195	Waveform 1	1	1056.000000000	1059.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1056.0000	Blue Grosbeak	blugrb1	0.0167
195	Spectrogram 1	1	1056.000000000	1059.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1056.0000	Blue Grosbeak	blugrb1	0.0167
196	Waveform 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Blue Grosbeak	blugrb1	0.0243
196	Spectrogram 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Blue Grosbeak	blugrb1	0.0243
197	Waveform 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Common Yellowthroat	comyel	0.0199
197	Spectrogram 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Common Yellowthroat	comyel	0.0199
198	Waveform 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Field Sparrow	fiespa	0.0109
198	Spectrogram 1	1	1059.000000000	1062.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1059.0000	Field Sparrow	fiespa	0.0109
199	Waveform 1	1	1062.000000000	1065.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1062.0000	Blue Grosbeak	blugrb1	0.0101
199	Spectrogram 1	1	1062.000000000	1065.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1062.0000	Blue Grosbeak	blugrb1	0.0101
200	Waveform 1	1	1071.000000000	1074.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1071.0000	Common Yellowthroat	comyel	0.0185
200	Spectrogram 1	1	1071.000000000	1074.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1071.0000	Common Yellowthroat	comyel	0.0185
201	Waveform 1	1	1071.000000000	1074.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1071.0000	Blue Grosbeak	blugrb1	0.0137
201	Spectrogram 1	1	1071.000000000	1074.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1071.0000	Blue Grosbeak	blugrb1	0.0137
202	Waveform 1	1	1074.000000000	1077.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1074.0000	Blue Grosbeak	blugrb1	0.0311
202	Spectrogram 1	1	1074.000000000	1077.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1074.0000	Blue Grosbeak	blugrb1	0.0311
203	Waveform 1	1	1074.000000000	1077.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1074.0000	Common Yellowthroat	comyel	0.0149
203	Spectrogram 1	1	1074.000000000	1077.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1074.0000	Common Yellowthroat	comyel	0.0149
204	Waveform 1	1	1077.000000000	1080.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1077.0000	Blue Grosbeak	blugrb1	0.0326
204	Spectrogram 1	1	1077.000000000	1080.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1077.0000	Blue Grosbeak	blugrb1	0.0326
205	Waveform 1	1	1083.000000000	1086.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1083.0000	Blue Grosbeak	blugrb1	0.0224
205	Spectrogram 1	1	1083.000000000	1086.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1083.0000	Blue Grosbeak	blugrb1	0.0224
206	Waveform 1	1	1086.000000000	1089.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1086.0000	Blue Grosbeak	blugrb1	0.0151
206	Spectrogram 1	1	1086.000000000	1089.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1086.0000	Blue Grosbeak	blugrb1	0.0151
207	Waveform 1	1	1086.000000000	1089.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1086.0000	Field Sparrow	fiespa	0.0114
207	Spectrogram 1	1	1086.000000000	1089.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1086.0000	Field Sparrow	fiespa	0.0114
208	Waveform 1	1	1089.000000000	1092.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1089.0000	Blue Grosbeak	blugrb1	0.0185
208	Spectrogram 1	1	1089.000000000	1092.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1089.0000	Blue Grosbeak	blugrb1	0.0185
209	Waveform 1	1	1092.000000000	1095.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1092.0000	Blue Grosbeak	blugrb1	0.0166
209	Spectrogram 1	1	1092.000000000	1095.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1092.0000	Blue Grosbeak	blugrb1	0.0166
210	Waveform 1	1	1095.000000000	1098.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1095.0000	Blue Grosbeak	blugrb1	0.0152
210	Spectrogram 1	1	1095.000000000	1098.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1095.0000	Blue Grosbeak	blugrb1	0.0152
211	Waveform 1	1	1101.000000000	1104.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1101.0000	Blue Grosbeak	blugrb1	0.0279
211	Spectrogram 1	1	1101.000000000	1104.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1101.0000	Blue Grosbeak	blugrb1	0.0279
212	Waveform 1	1	1101.000000000	1104.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1101.0000	Common Yellowthroat	comyel	0.0139
212	Spectrogram 1	1	1101.000000000	1104.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1101.0000	Common Yellowthroat	comyel	0.0139
213	Waveform 1	1	1104.000000000	1107.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1104.0000	Blue Grosbeak	blugrb1	0.0220
213	Spectrogram 1	1	1104.000000000	1107.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1104.0000	Blue Grosbeak	blugrb1	0.0220
214	Waveform 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Common Yellowthroat	comyel	0.0231
214	Spectrogram 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Common Yellowthroat	comyel	0.0231
215	Waveform 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Blue Grosbeak	blugrb1	0.0226
215	Spectrogram 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Blue Grosbeak	blugrb1	0.0226
216	Waveform 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Field Sparrow	fiespa	0.0108
216	Spectrogram 1	1	1110.000000000	1113.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1110.0000	Field Sparrow	fiespa	0.0108
217	Waveform 1	1	1113.000000000	1116.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1113.0000	Blue Grosbeak	blugrb1	0.0118
217	Spectrogram 1	1	1113.000000000	1116.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1113.0000	Blue Grosbeak	blugrb1	0.0118
218	Waveform 1	1	1116.000000000	1119.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1116.0000	Blue Grosbeak	blugrb1	0.0178
218	Spectrogram 1	1	1116.000000000	1119.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1116.0000	Blue Grosbeak	blugrb1	0.0178
219	Waveform 1	1	1116.000000000	1119.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1116.0000	Common Yellowthroat	comyel	0.0117
219	Spectrogram 1	1	1116.000000000	1119.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1116.0000	Common Yellowthroat	comyel	0.0117
220	Waveform 1	1	1119.000000000	1122.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1119.0000	Blue Grosbeak	blugrb1	0.0189
220	Spectrogram 1	1	1119.000000000	1122.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1119.0000	Blue Grosbeak	blugrb1	0.0189
221	Waveform 1	1	1119.000000000	1122.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1119.0000	Field Sparrow	fiespa	0.0102
221	Spectrogram 1	1	1119.000000000	1122.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1119.0000	Field Sparrow	fiespa	0.0102
222	Waveform 1	1	1122.000000000	1125.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1122.0000	Blue Grosbeak	blugrb1	0.0369
222	Spectrogram 1	1	1122.000000000	1125.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1122.0000	Blue Grosbeak	blugrb1	0.0369
223	Waveform 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Blue Grosbeak	blugrb1	0.0253
223	Spectrogram 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Blue Grosbeak	blugrb1	0.0253
224	Waveform 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Field Sparrow	fiespa	0.0218
224	Spectrogram 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Field Sparrow	fiespa	0.0218
225	Waveform 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Common Yellowthroat	comyel	0.0128
225	Spectrogram 1	1	1128.000000000	1131.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1128.0000	Common Yellowthroat	comyel	0.0128
226	Waveform 1	1	1131.000000000	1134.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1131.0000	Blue Grosbeak	blugrb1	0.0208
226	Spectrogram 1	1	1131.000000000	1134.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1131.0000	Blue Grosbeak	blugrb1	0.0208
227	Waveform 1	1	1131.000000000	1134.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1131.0000	Field Sparrow	fiespa	0.0182
227	Spectrogram 1	1	1131.000000000	1134.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1131.0000	Field Sparrow	fiespa	0.0182
228	Waveform 1	1	1134.000000000	1137.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1134.0000	Blue Grosbeak	blugrb1	0.0239
228	Spectrogram 1	1	1134.000000000	1137.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1134.0000	Blue Grosbeak	blugrb1	0.0239
229	Waveform 1	1	1134.000000000	1137.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1134.0000	Field Sparrow	fiespa	0.0156
229	Spectrogram 1	1	1134.000000000	1137.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1134.0000	Field Sparrow	fiespa	0.0156
230	Waveform 1	1	1137.000000000	1140.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1137.0000	Blue Grosbeak	blugrb1	0.0309
230	Spectrogram 1	1	1137.000000000	1140.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1137.0000	Blue Grosbeak	blugrb1	0.0309
231	Waveform 1	1	1140.000000000	1143.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1140.0000	Blue Grosbeak	blugrb1	0.0490
231	Spectrogram 1	1	1140.000000000	1143.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1140.0000	Blue Grosbeak	blugrb1	0.0490
232	Waveform 1	1	1143.000000000	1146.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1143.0000	Blue Grosbeak	blugrb1	0.0679
232	Spectrogram 1	1	1143.000000000	1146.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1143.0000	Blue Grosbeak	blugrb1	0.0679
233	Waveform 1	1	1143.000000000	1146.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1143.0000	Field Sparrow	fiespa	0.0447
233	Spectrogram 1	1	1143.000000000	1146.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1143.0000	Field Sparrow	fiespa	0.0447
234	Waveform 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Field Sparrow	fiespa	0.0207
234	Spectrogram 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Field Sparrow	fiespa	0.0207
235	Waveform 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Blue Grosbeak	blugrb1	0.0152
235	Spectrogram 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Blue Grosbeak	blugrb1	0.0152
236	Waveform 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Common Yellowthroat	comyel	0.0103
236	Spectrogram 1	1	1146.000000000	1149.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1146.0000	Common Yellowthroat	comyel	0.0103
237	Waveform 1	1	1149.000000000	1152.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1149.0000	Common Yellowthroat	comyel	0.0309
237	Spectrogram 1	1	1149.000000000	1152.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1149.0000	Common Yellowthroat	comyel	0.0309
238	Waveform 1	1	1149.000000000	1152.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1149.0000	Blue Grosbeak	blugrb1	0.0203
238	Spectrogram 1	1	1149.000000000	1152.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1149.0000	Blue Grosbeak	blugrb1	0.0203
239	Waveform 1	1	1155.000000000	1158.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1155.0000	Blue Grosbeak	blugrb1	0.0181
239	Spectrogram 1	1	1155.000000000	1158.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1155.0000	Blue Grosbeak	blugrb1	0.0181
240	Waveform 1	1	1155.000000000	1158.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1155.0000	Field Sparrow	fiespa	0.0143
240	Spectrogram 1	1	1155.000000000	1158.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1155.0000	Field Sparrow	fiespa	0.0143
241	Waveform 1	1	1164.000000000	1167.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1164.0000	Field Sparrow	fiespa	0.0177
241	Spectrogram 1	1	1164.000000000	1167.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1164.0000	Field Sparrow	fiespa	0.0177
242	Waveform 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Field Sparrow	fiespa	0.0355
