Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Common Yellowthroat	comyel	0.1535	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	0.0
2	Spectrogram 1	1	51.0	54.0	0	15000	Common Yellowthroat	comyel	0.0678	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	51.0
3	Spectrogram 1	1	66.0	69.0	0	15000	Common Yellowthroat	comyel	0.1525	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	66.0
4	Spectrogram 1	1	120.0	123.0	0	15000	Common Yellowthroat	comyel	0.0558	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	120.0
5	Spectrogram 1	1	138.0	141.0	0	15000	Common Yellowthroat	comyel	0.0650	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	138.0
6	Spectrogram 1	1	198.0	201.0	0	15000	Common Yellowthroat	comyel	0.0849	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	198.0
7	Spectrogram 1	1	219.0	222.0	0	15000	Common Yellowthroat	comyel	0.1597	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	219.0
8	Spectrogram 1	1	258.0	261.0	0	15000	Common Yellowthroat	comyel	0.1071	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	258.0
9	Spectrogram 1	1	282.0	285.0	0	15000	Common Yellowthroat	comyel	0.0665	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	282.0
10	Spectrogram 1	1	294.0	297.0	0	15000	Common Yellowthroat	comyel	0.0611	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	294.0
11	Spectrogram 1	1	312.0	315.0	0	15000	Common Yellowthroat	comyel	0.0528	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	312.0
12	Spectrogram 1	1	432.0	435.0	0	15000	Field Sparrow	fiespa	0.2608	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	432.0
13	Spectrogram 1	1	447.0	450.0	0	15000	Field Sparrow	fiespa	0.0674	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	447.0
14	Spectrogram 1	1	480.0	483.0	0	15000	Field Sparrow	fiespa	0.1424	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	480.0
15	Spectrogram 1	1	546.0	549.0	0	15000	Common Yellowthroat	comyel	0.2538	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	546.0
16	Spectrogram 1	1	579.0	582.0	0	15000	Common Yellowthroat	comyel	0.0666	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	579.0
17	Spectrogram 1	1	591.0	594.0	0	15000	Common Yellowthroat	comyel	0.0715	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	591.0
18	Spectrogram 1	1	597.0	600.0	0	15000	Common Yellowthroat	comyel	0.0634	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	597.0
19	Spectrogram 1	1	603.0	606.0	0	15000	Common Yellowthroat	comyel	0.0766	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	603.0
20	Spectrogram 1	1	606.0	609.0	0	15000	Common Yellowthroat	comyel	0.0782	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	606.0
21	Spectrogram 1	1	615.0	618.0	0	15000	Common Yellowthroat	comyel	0.0624	D:\AcousticMonitoringData\ELDON6_Data\Week24\ELDON6_20250630_204102.wav	615.0
