Start (s),End (s),Scientific name,Common name,Confidence,File,Date
24,27,Spizella pusilla,Field Sparrow,0.0617,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
81,84,Spizella pusilla,Field Sparrow,0.0799,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
87,90,Geothlypis trichas,Common Yellowthroat,0.0715,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
135,138,Spizella pusilla,Field Sparrow,0.0599,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
378,381,Geothlypis trichas,Common Yellowthroat,0.0657,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
381,384,Geothlypis trichas,Common Yellowthroat,0.1247,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
396,399,Geothlypis trichas,Common Yellowthroat,0.0564,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
402,405,Geothlypis trichas,Common Yellowthroat,0.0876,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
432,435,Geothlypis trichas,Common Yellowthroat,0.0919,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
465,468,Geothlypis trichas,Common Yellowthroat,0.0525,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
663,666,Geothlypis trichas,Common Yellowthroat,0.0615,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
849,852,Geothlypis trichas,Common Yellowthroat,0.3056,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
852,855,Geothlypis trichas,Common Yellowthroat,0.2415,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
876,879,Geothlypis trichas,Common Yellowthroat,0.1017,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
912,915,Geothlypis trichas,Common Yellowthroat,0.0546,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
915,918,Geothlypis trichas,Common Yellowthroat,0.1168,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
945,948,Spizella pusilla,Field Sparrow,0.0585,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
954,957,Geothlypis trichas,Common Yellowthroat,0.0567,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
963,966,Spizella pusilla,Field Sparrow,0.0924,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
978,981,Spizella pusilla,Field Sparrow,0.2903,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
993,996,Geothlypis trichas,Common Yellowthroat,0.313,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
996,999,Geothlypis trichas,Common Yellowthroat,0.1058,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1002,1005,Melospiza melodia,Song Sparrow,0.0507,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1008,1011,Geothlypis trichas,Common Yellowthroat,0.0841,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1032,1035,Geothlypis trichas,Common Yellowthroat,0.258,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1047,1050,Geothlypis trichas,Common Yellowthroat,0.062,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1053,1056,Geothlypis trichas,Common Yellowthroat,0.0554,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1056,1059,Geothlypis trichas,Common Yellowthroat,0.0698,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1059,1062,Geothlypis trichas,Common Yellowthroat,0.0589,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1071,1074,Geothlypis trichas,Common Yellowthroat,0.296,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1074,1077,Geothlypis trichas,Common Yellowthroat,0.0601,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1077,1080,Geothlypis trichas,Common Yellowthroat,0.0802,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1080,1083,Geothlypis trichas,Common Yellowthroat,0.0697,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1095,1098,Geothlypis trichas,Common Yellowthroat,0.0755,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1098,1101,Geothlypis trichas,Common Yellowthroat,0.0515,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1107,1110,Geothlypis trichas,Common Yellowthroat,0.1117,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1119,1122,Geothlypis trichas,Common Yellowthroat,0.0619,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1125,1128,Geothlypis trichas,Common Yellowthroat,0.1344,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1149,1152,Geothlypis trichas,Common Yellowthroat,0.1157,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1173,1176,Melospiza melodia,Song Sparrow,0.0754,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1185,1188,Melospiza melodia,Song Sparrow,0.061,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1197,1200,Geothlypis trichas,Common Yellowthroat,0.1793,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1230,1233,Geothlypis trichas,Common Yellowthroat,0.0804,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1233,1236,Geothlypis trichas,Common Yellowthroat,0.0522,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1242,1245,Geothlypis trichas,Common Yellowthroat,0.0538,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1254,1257,Geothlypis trichas,Common Yellowthroat,0.0653,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1773,1776,Geothlypis trichas,Common Yellowthroat,0.0574,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1878,1881,Geothlypis trichas,Common Yellowthroat,0.062,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1881,1884,Geothlypis trichas,Common Yellowthroat,0.0512,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1884,1887,Geothlypis trichas,Common Yellowthroat,0.0677,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1887,1890,Geothlypis trichas,Common Yellowthroat,0.1649,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1890,1893,Geothlypis trichas,Common Yellowthroat,0.2286,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1893,1896,Geothlypis trichas,Common Yellowthroat,0.1897,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1896,1899,Geothlypis trichas,Common Yellowthroat,0.0576,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
1977,1980,Geothlypis trichas,Common Yellowthroat,0.0716,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2202,2205,Geothlypis trichas,Common Yellowthroat,0.0533,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2352,2355,Geothlypis trichas,Common Yellowthroat,0.0516,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2358,2361,Geothlypis trichas,Common Yellowthroat,0.0812,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2385,2388,Geothlypis trichas,Common Yellowthroat,0.0651,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2487,2490,Geothlypis trichas,Common Yellowthroat,0.0512,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
2895,2898,Geothlypis trichas,Common Yellowthroat,0.0501,D:\AcousticMonitoringData\ELDON6_Data\Week17\ELDON6_20250506_200902.wav,20250506
