Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0	3.0	0	15000	Eastern Meadowlark	easmea	0.2767	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	0
2	Spectrogram 1	1	0	3.0	0	15000	Upland Sandpiper	uplsan	0.0133	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	0
3	Spectrogram 1	1	3.0	6.0	0	15000	Eastern Meadowlark	easmea	0.0579	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	3.0
4	Spectrogram 1	1	6.0	9.0	0	15000	Eastern Meadowlark	easmea	0.1757	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	6.0
5	Spectrogram 1	1	12.0	15.0	0	15000	Eastern Meadowlark	easmea	0.2460	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	12.0
6	Spectrogram 1	1	12.0	15.0	0	15000	Upland Sandpiper	uplsan	0.0116	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	12.0
7	Spectrogram 1	1	18.0	21.0	0	15000	Eastern Meadowlark	easmea	0.0275	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	18.0
8	Spectrogram 1	1	21.0	24.0	0	15000	Eastern Meadowlark	easmea	0.5171	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	21.0
9	Spectrogram 1	1	21.0	24.0	0	15000	Upland Sandpiper	uplsan	0.0223	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	21.0
10	Spectrogram 1	1	24.0	27.0	0	15000	Common Yellowthroat	comyel	0.0167	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250425_195902.wav	24.0
