Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	24.0	27.0	0	15000	Common Yellowthroat	comyel	0.0595	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	24.0
2	Spectrogram 1	1	27.0	30.0	0	15000	Common Yellowthroat	comyel	0.0915	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	27.0
3	Spectrogram 1	1	30.0	33.0	0	15000	Blue Grosbeak	blugrb1	0.0627	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	30.0
4	Spectrogram 1	1	39.0	42.0	0	15000	Blue Grosbeak	blugrb1	0.0567	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	39.0
5	Spectrogram 1	1	45.0	48.0	0	15000	Blue Grosbeak	blugrb1	0.0830	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	45.0
6	Spectrogram 1	1	45.0	48.0	0	15000	Common Yellowthroat	comyel	0.0580	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	45.0
7	Spectrogram 1	1	51.0	54.0	0	15000	Common Yellowthroat	comyel	0.0679	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	51.0
8	Spectrogram 1	1	54.0	57.0	0	15000	Common Yellowthroat	comyel	0.0831	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	54.0
9	Spectrogram 1	1	60.0	63.0	0	15000	Common Yellowthroat	comyel	0.1297	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	60.0
10	Spectrogram 1	1	63.0	66.0	0	15000	Common Yellowthroat	comyel	0.4682	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	63.0
11	Spectrogram 1	1	66.0	69.0	0	15000	Common Yellowthroat	comyel	0.1126	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	66.0
12	Spectrogram 1	1	66.0	69.0	0	15000	Eastern Meadowlark	easmea	0.0668	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	66.0
13	Spectrogram 1	1	81.0	84.0	0	15000	Common Yellowthroat	comyel	0.0862	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	81.0
14	Spectrogram 1	1	81.0	84.0	0	15000	Blue Grosbeak	blugrb1	0.0557	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	81.0
15	Spectrogram 1	1	87.0	90.0	0	15000	Blue Grosbeak	blugrb1	0.0856	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	87.0
16	Spectrogram 1	1	96.0	99.0	0	15000	Blue Grosbeak	blugrb1	0.0712	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	96.0
17	Spectrogram 1	1	99.0	102.0	0	15000	Eastern Meadowlark	easmea	0.1659	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	99.0
18	Spectrogram 1	1	99.0	102.0	0	15000	Field Sparrow	fiespa	0.0758	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	99.0
19	Spectrogram 1	1	99.0	102.0	0	15000	Blue Grosbeak	blugrb1	0.0730	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	99.0
20	Spectrogram 1	1	102.0	105.0	0	15000	Blue Grosbeak	blugrb1	0.1010	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	102.0
21	Spectrogram 1	1	105.0	108.0	0	15000	Blue Grosbeak	blugrb1	0.0966	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	105.0
22	Spectrogram 1	1	108.0	111.0	0	15000	Blue Grosbeak	blugrb1	0.1096	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	108.0
23	Spectrogram 1	1	111.0	114.0	0	15000	Blue Grosbeak	blugrb1	0.1182	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	111.0
24	Spectrogram 1	1	114.0	117.0	0	15000	Blue Grosbeak	blugrb1	0.1060	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	114.0
25	Spectrogram 1	1	117.0	120.0	0	15000	Eastern Meadowlark	easmea	0.0705	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	117.0
26	Spectrogram 1	1	120.0	123.0	0	15000	Eastern Meadowlark	easmea	0.0747	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	120.0
27	Spectrogram 1	1	123.0	126.0	0	15000	Blue Grosbeak	blugrb1	0.0984	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	123.0
28	Spectrogram 1	1	132.0	135.0	0	15000	Blue Grosbeak	blugrb1	0.0614	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	132.0
29	Spectrogram 1	1	135.0	138.0	0	15000	Blue Grosbeak	blugrb1	0.0582	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	135.0
30	Spectrogram 1	1	141.0	144.0	0	15000	Blue Grosbeak	blugrb1	0.0958	D:\AcousticMonitoringData\ELDON5_Data\Week26\ELDON5_20250713_203702.wav	141.0
