Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	132.0	135.0	0	15000	Eastern Meadowlark	easmea	0.0140	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	132.0
2	Spectrogram 1	1	150.0	153.0	0	15000	Eastern Meadowlark	easmea	0.0337	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	150.0
3	Spectrogram 1	1	153.0	156.0	0	15000	Eastern Meadowlark	easmea	0.5264	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	153.0
4	Spectrogram 1	1	162.0	165.0	0	15000	Eastern Meadowlark	easmea	0.7648	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	162.0
5	Spectrogram 1	1	162.0	165.0	0	15000	Upland Sandpiper	uplsan	0.0268	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	162.0
6	Spectrogram 1	1	180.0	183.0	0	15000	Eastern Meadowlark	easmea	0.0886	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	180.0
7	Spectrogram 1	1	180.0	183.0	0	15000	Upland Sandpiper	uplsan	0.0107	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	180.0
8	Spectrogram 1	1	255.0	258.0	0	15000	Horned Lark	horlar	0.0149	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	255.0
9	Spectrogram 1	1	267.0	270.0	0	15000	Eastern Meadowlark	easmea	0.6845	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	267.0
10	Spectrogram 1	1	267.0	270.0	0	15000	Upland Sandpiper	uplsan	0.0110	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	267.0
11	Spectrogram 1	1	273.0	276.0	0	15000	Eastern Meadowlark	easmea	0.1595	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	273.0
12	Spectrogram 1	1	279.0	282.0	0	15000	Eastern Meadowlark	easmea	0.9053	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	279.0
13	Spectrogram 1	1	279.0	282.0	0	15000	Upland Sandpiper	uplsan	0.0153	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	279.0
14	Spectrogram 1	1	333.0	336.0	0	15000	Horned Lark	horlar	0.0124	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	333.0
15	Spectrogram 1	1	417.0	420.0	0	15000	Eastern Meadowlark	easmea	0.0226	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	417.0
16	Spectrogram 1	1	660.0	663.0	0	15000	Eastern Meadowlark	easmea	0.0527	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	660.0
17	Spectrogram 1	1	789.0	792.0	0	15000	Eastern Meadowlark	easmea	0.0119	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	789.0
18	Spectrogram 1	1	849.0	852.0	0	15000	Eastern Meadowlark	easmea	0.1729	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	849.0
19	Spectrogram 1	1	849.0	852.0	0	15000	Horned Lark	horlar	0.0334	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	849.0
20	Spectrogram 1	1	873.0	876.0	0	15000	Horned Lark	horlar	0.0194	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	873.0
21	Spectrogram 1	1	894.0	897.0	0	15000	Eastern Meadowlark	easmea	0.0202	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	894.0
22	Spectrogram 1	1	894.0	897.0	0	15000	Horned Lark	horlar	0.0115	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	894.0
23	Spectrogram 1	1	1176.0	1179.0	0	15000	Horned Lark	horlar	0.0102	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	1176.0
24	Spectrogram 1	1	1965.0	1968.0	0	15000	Upland Sandpiper	uplsan	0.0378	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	1965.0
25	Spectrogram 1	1	2265.0	2268.0	0	15000	Horned Lark	horlar	0.0114	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	2265.0
26	Spectrogram 1	1	2829.0	2832.0	0	15000	Common Yellowthroat	comyel	0.0107	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	2829.0
27	Spectrogram 1	1	2841.0	2844.0	0	15000	Common Yellowthroat	comyel	0.0106	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	2841.0
28	Spectrogram 1	1	3456.0	3459.0	0	15000	Common Yellowthroat	comyel	0.0394	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	3456.0
29	Spectrogram 1	1	3459.0	3462.0	0	15000	Common Yellowthroat	comyel	0.0180	D:/AcousticMonitoringData/ELDON1_Data/Week16\ELDON1_20250426_200002.wav	3459.0
