Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	24.0	27.0	0	15000	Common Yellowthroat	comyel	0.0507	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	24.0
2	Spectrogram 1	1	48.0	51.0	0	15000	Common Yellowthroat	comyel	0.2432	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	48.0
3	Spectrogram 1	1	51.0	54.0	0	15000	Common Yellowthroat	comyel	0.5014	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	51.0
4	Spectrogram 1	1	54.0	57.0	0	15000	Common Yellowthroat	comyel	0.3005	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	54.0
5	Spectrogram 1	1	57.0	60.0	0	15000	Common Yellowthroat	comyel	0.4446	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	57.0
6	Spectrogram 1	1	60.0	63.0	0	15000	Common Yellowthroat	comyel	0.7798	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	60.0
7	Spectrogram 1	1	93.0	96.0	0	15000	Common Yellowthroat	comyel	0.1339	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	93.0
8	Spectrogram 1	1	108.0	111.0	0	15000	Common Yellowthroat	comyel	0.0993	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	108.0
9	Spectrogram 1	1	111.0	114.0	0	15000	Common Yellowthroat	comyel	0.0691	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	111.0
10	Spectrogram 1	1	126.0	129.0	0	15000	Upland Sandpiper	uplsan	0.0662	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	126.0
11	Spectrogram 1	1	129.0	132.0	0	15000	Common Yellowthroat	comyel	0.0725	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	129.0
12	Spectrogram 1	1	165.0	168.0	0	15000	Common Yellowthroat	comyel	0.0909	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	165.0
13	Spectrogram 1	1	234.0	237.0	0	15000	Common Yellowthroat	comyel	0.0683	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	234.0
14	Spectrogram 1	1	255.0	258.0	0	15000	Common Yellowthroat	comyel	0.3283	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	255.0
15	Spectrogram 1	1	258.0	261.0	0	15000	Common Yellowthroat	comyel	0.1000	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	258.0
16	Spectrogram 1	1	267.0	270.0	0	15000	Common Yellowthroat	comyel	0.0574	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	267.0
17	Spectrogram 1	1	270.0	273.0	0	15000	Common Yellowthroat	comyel	0.0616	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	270.0
18	Spectrogram 1	1	282.0	285.0	0	15000	Common Yellowthroat	comyel	0.1281	E:\AcousticMonitoringData\ELDON8_Data\Week15\ELDON8_20250419_195302.wav	282.0
