Start (s),End (s),Scientific name,Common name,Confidence,File,Date
3,6,Geothlypis trichas,Common Yellowthroat,0.1061,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
6,9,Geothlypis trichas,Common Yellowthroat,0.0598,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
9,12,Geothlypis trichas,Common Yellowthroat,0.212,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
12,15,Sturnella magna,Eastern Meadowlark,0.1669,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
18,21,Geothlypis trichas,Common Yellowthroat,0.2787,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
24,27,Geothlypis trichas,Common Yellowthroat,0.0513,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
27,30,Eremophila alpestris,Horned Lark,0.0586,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
30,33,Geothlypis trichas,Common Yellowthroat,0.0664,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
36,39,Sturnella magna,Eastern Meadowlark,0.7511,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
42,45,Geothlypis trichas,Common Yellowthroat,0.0901,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
51,54,Sturnella magna,Eastern Meadowlark,0.3203,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
51,54,Geothlypis trichas,Common Yellowthroat,0.2145,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
54,57,Geothlypis trichas,Common Yellowthroat,0.0762,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
60,63,Sturnella magna,Eastern Meadowlark,0.1066,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
69,72,Geothlypis trichas,Common Yellowthroat,0.2742,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
81,84,Geothlypis trichas,Common Yellowthroat,0.3069,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
84,87,Geothlypis trichas,Common Yellowthroat,0.1379,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
93,96,Sturnella magna,Eastern Meadowlark,0.0736,D:\AcousticMonitoringData\ELDON2_Data\Week23\ELDON2_20250615_203902.wav,20250615
