Start (s),End (s),Scientific name,Common name,Confidence,File,Date
285,288,Spizella pusilla,Field Sparrow,0.4392,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
285,288,Passerina caerulea,Blue Grosbeak,0.0839,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
309,312,Spizella pusilla,Field Sparrow,0.0655,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
321,324,Passerina caerulea,Blue Grosbeak,0.0696,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
339,342,Spizella pusilla,Field Sparrow,0.2197,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
339,342,Passerina caerulea,Blue Grosbeak,0.1108,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
345,348,Spizella pusilla,Field Sparrow,0.06,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
387,390,Passerina caerulea,Blue Grosbeak,0.0523,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
399,402,Spizella pusilla,Field Sparrow,0.5932,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
402,405,Passerina caerulea,Blue Grosbeak,0.0682,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
420,423,Passerina caerulea,Blue Grosbeak,0.0711,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
420,423,Spizella pusilla,Field Sparrow,0.0536,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
441,444,Spizella pusilla,Field Sparrow,0.0611,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
453,456,Spizella pusilla,Field Sparrow,0.3946,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
453,456,Passerina caerulea,Blue Grosbeak,0.1014,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
456,459,Spizella pusilla,Field Sparrow,0.0979,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
465,468,Spizella pusilla,Field Sparrow,0.2451,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
465,468,Passerina caerulea,Blue Grosbeak,0.0526,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
474,477,Spizella pusilla,Field Sparrow,0.2006,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
477,480,Spizella pusilla,Field Sparrow,0.2033,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
477,480,Passerina caerulea,Blue Grosbeak,0.0547,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
489,492,Spizella pusilla,Field Sparrow,0.6682,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
489,492,Passerina caerulea,Blue Grosbeak,0.0671,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
492,495,Spizella pusilla,Field Sparrow,0.3902,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
498,501,Spizella pusilla,Field Sparrow,0.0675,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
504,507,Spizella pusilla,Field Sparrow,0.1965,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
516,519,Spizella pusilla,Field Sparrow,0.1184,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
519,522,Geothlypis trichas,Common Yellowthroat,0.1017,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
519,522,Passerina caerulea,Blue Grosbeak,0.0957,D:\AcousticMonitoringData\ELDON3_Data\Week25\ELDON3_20250701_045200.wav,20250701
