Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Bartramia longicauda,Upland Sandpiper,0.0890,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
141.0,144.0,Passerina caerulea,Blue Grosbeak,0.1196,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
156.0,159.0,Passerina caerulea,Blue Grosbeak,0.0877,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
165.0,168.0,Passerina caerulea,Blue Grosbeak,0.0568,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
222.0,225.0,Passerina caerulea,Blue Grosbeak,0.0550,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
234.0,237.0,Spizella pusilla,Field Sparrow,0.1152,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
234.0,237.0,Passerina caerulea,Blue Grosbeak,0.0595,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
240.0,243.0,Passerina caerulea,Blue Grosbeak,0.0543,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
279.0,282.0,Passerina caerulea,Blue Grosbeak,0.0613,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
282.0,285.0,Geothlypis trichas,Common Yellowthroat,0.0631,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
282.0,285.0,Passerina caerulea,Blue Grosbeak,0.0596,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
300.0,303.0,Passerina caerulea,Blue Grosbeak,0.0563,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
336.0,339.0,Spizella pusilla,Field Sparrow,0.0570,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
363.0,366.0,Passerina caerulea,Blue Grosbeak,0.0942,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
543.0,546.0,Passerina caerulea,Blue Grosbeak,0.0680,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
564.0,567.0,Passerina caerulea,Blue Grosbeak,0.0555,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
576.0,579.0,Passerina caerulea,Blue Grosbeak,0.0611,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
663.0,666.0,Spizella pusilla,Field Sparrow,0.0506,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
666.0,669.0,Passerina caerulea,Blue Grosbeak,0.0612,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
708.0,711.0,Passerina caerulea,Blue Grosbeak,0.0872,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
804.0,807.0,Passerina caerulea,Blue Grosbeak,0.1495,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
996.0,999.0,Passerina caerulea,Blue Grosbeak,0.0688,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1014.0,1017.0,Passerina caerulea,Blue Grosbeak,0.0774,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1035.0,1038.0,Passerina caerulea,Blue Grosbeak,0.0620,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1143.0,1146.0,Passerina caerulea,Blue Grosbeak,0.0614,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1200.0,1203.0,Spizella pusilla,Field Sparrow,0.0567,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1224.0,1227.0,Passerina caerulea,Blue Grosbeak,0.2947,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1230.0,1233.0,Passerina caerulea,Blue Grosbeak,0.0699,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1251.0,1254.0,Passerina caerulea,Blue Grosbeak,0.0632,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1308.0,1311.0,Spizella pusilla,Field Sparrow,0.0774,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1311.0,1314.0,Spizella pusilla,Field Sparrow,0.0522,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1326.0,1329.0,Geothlypis trichas,Common Yellowthroat,0.0915,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1332.0,1335.0,Passerina caerulea,Blue Grosbeak,0.0580,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1344.0,1347.0,Passerina caerulea,Blue Grosbeak,0.0517,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1356.0,1359.0,Geothlypis trichas,Common Yellowthroat,0.0780,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1359.0,1362.0,Passerina caerulea,Blue Grosbeak,0.0547,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1368.0,1371.0,Passerina caerulea,Blue Grosbeak,0.0925,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1368.0,1371.0,Geothlypis trichas,Common Yellowthroat,0.0550,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1377.0,1380.0,Geothlypis trichas,Common Yellowthroat,0.1324,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1380.0,1383.0,Passerina caerulea,Blue Grosbeak,0.0538,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1410.0,1413.0,Passerina caerulea,Blue Grosbeak,0.1004,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1437.0,1440.0,Spizella pusilla,Field Sparrow,0.0549,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1461.0,1464.0,Passerina caerulea,Blue Grosbeak,0.0584,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1470.0,1473.0,Passerina caerulea,Blue Grosbeak,0.1155,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1503.0,1506.0,Spizella pusilla,Field Sparrow,0.1343,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1521.0,1524.0,Spizella pusilla,Field Sparrow,0.0615,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1527.0,1530.0,Spizella pusilla,Field Sparrow,0.0527,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1530.0,1533.0,Spizella pusilla,Field Sparrow,0.0543,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1533.0,1536.0,Spizella pusilla,Field Sparrow,0.1634,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1536.0,1539.0,Spizella pusilla,Field Sparrow,0.0750,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1545.0,1548.0,Spizella pusilla,Field Sparrow,0.0879,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1560.0,1563.0,Passerina caerulea,Blue Grosbeak,0.0531,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1689.0,1692.0,Passerina caerulea,Blue Grosbeak,0.0685,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1752.0,1755.0,Passerina caerulea,Blue Grosbeak,0.1740,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1788.0,1791.0,Spizella pusilla,Field Sparrow,0.1448,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1791.0,1794.0,Passerina caerulea,Blue Grosbeak,0.0563,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1833.0,1836.0,Spizella pusilla,Field Sparrow,0.0800,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1842.0,1845.0,Spizella pusilla,Field Sparrow,0.0621,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1851.0,1854.0,Spizella pusilla,Field Sparrow,0.0601,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1854.0,1857.0,Spizella pusilla,Field Sparrow,0.0547,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1857.0,1860.0,Spizella pusilla,Field Sparrow,0.2368,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1881.0,1884.0,Geothlypis trichas,Common Yellowthroat,0.0849,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1887.0,1890.0,Spizella pusilla,Field Sparrow,0.0855,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1902.0,1905.0,Spizella pusilla,Field Sparrow,0.2394,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1905.0,1908.0,Spizella pusilla,Field Sparrow,0.0606,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1908.0,1911.0,Spizella pusilla,Field Sparrow,0.5131,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1911.0,1914.0,Spizella pusilla,Field Sparrow,0.0903,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1914.0,1917.0,Spizella pusilla,Field Sparrow,0.0918,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1917.0,1920.0,Spizella pusilla,Field Sparrow,0.2068,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
1926.0,1929.0,Spizella pusilla,Field Sparrow,0.1088,D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250511_191400.wav
