Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	21.0	24.0	0	15000	Common Yellowthroat	comyel	0.0573	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	21.0
2	Spectrogram 1	1	51.0	54.0	0	15000	Common Yellowthroat	comyel	0.0571	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	51.0
3	Spectrogram 1	1	75.0	78.0	0	15000	Common Yellowthroat	comyel	0.0749	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	75.0
4	Spectrogram 1	1	78.0	81.0	0	15000	Blue Grosbeak	blugrb1	0.0611	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	78.0
5	Spectrogram 1	1	84.0	87.0	0	15000	Common Yellowthroat	comyel	0.0574	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	84.0
6	Spectrogram 1	1	96.0	99.0	0	15000	Common Yellowthroat	comyel	0.0628	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	96.0
7	Spectrogram 1	1	111.0	114.0	0	15000	Common Yellowthroat	comyel	0.0854	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	111.0
8	Spectrogram 1	1	135.0	138.0	0	15000	Common Yellowthroat	comyel	0.1231	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	135.0
9	Spectrogram 1	1	150.0	153.0	0	15000	Common Yellowthroat	comyel	0.0674	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	150.0
10	Spectrogram 1	1	159.0	162.0	0	15000	Common Yellowthroat	comyel	0.0552	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	159.0
11	Spectrogram 1	1	249.0	252.0	0	15000	Blue Grosbeak	blugrb1	0.0520	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	249.0
12	Spectrogram 1	1	339.0	342.0	0	15000	Common Yellowthroat	comyel	0.0740	D:\AcousticMonitoringData\ELDON6_Data\Week23\ELDON6_20250616_193900.wav	339.0
