Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Common Yellowthroat	comyel	0.0754	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	0.0
2	Spectrogram 1	1	6.0	9.0	0	15000	Blue Grosbeak	blugrb1	0.0568	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	6.0
3	Spectrogram 1	1	9.0	12.0	0	15000	Common Yellowthroat	comyel	0.3104	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	9.0
4	Spectrogram 1	1	39.0	42.0	0	15000	Common Yellowthroat	comyel	0.1233	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	39.0
5	Spectrogram 1	1	48.0	51.0	0	15000	Common Yellowthroat	comyel	0.0737	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	48.0
6	Spectrogram 1	1	60.0	63.0	0	15000	Common Yellowthroat	comyel	0.0544	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	60.0
7	Spectrogram 1	1	114.0	117.0	0	15000	Common Yellowthroat	comyel	0.0927	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	114.0
8	Spectrogram 1	1	123.0	126.0	0	15000	Common Yellowthroat	comyel	0.1629	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	123.0
9	Spectrogram 1	1	126.0	129.0	0	15000	Common Yellowthroat	comyel	0.2415	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	126.0
10	Spectrogram 1	1	132.0	135.0	0	15000	Upland Sandpiper	uplsan	0.1739	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	132.0
11	Spectrogram 1	1	135.0	138.0	0	15000	Common Yellowthroat	comyel	0.0764	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	135.0
12	Spectrogram 1	1	180.0	183.0	0	15000	Field Sparrow	fiespa	0.0683	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	180.0
13	Spectrogram 1	1	192.0	195.0	0	15000	Blue Grosbeak	blugrb1	0.0681	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	192.0
14	Spectrogram 1	1	222.0	225.0	0	15000	Eastern Meadowlark	easmea	0.0532	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	222.0
15	Spectrogram 1	1	249.0	252.0	0	15000	Common Yellowthroat	comyel	0.1754	D:\AcousticMonitoringData\ELDON10_Data\Week19\ELDON10_20250516_201902.wav	249.0
