Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	24.0	27.0	0	15000	Field Sparrow	fiespa	0.0962	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	24.0
2	Spectrogram 1	1	48.0	51.0	0	15000	Common Yellowthroat	comyel	0.1871	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	48.0
3	Spectrogram 1	1	60.0	63.0	0	15000	Common Yellowthroat	comyel	0.3288	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	60.0
4	Spectrogram 1	1	63.0	66.0	0	15000	Common Yellowthroat	comyel	0.4244	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	63.0
5	Spectrogram 1	1	78.0	81.0	0	15000	Field Sparrow	fiespa	0.0545	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	78.0
6	Spectrogram 1	1	108.0	111.0	0	15000	Common Yellowthroat	comyel	0.5024	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	108.0
7	Spectrogram 1	1	111.0	114.0	0	15000	Common Yellowthroat	comyel	0.1797	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	111.0
8	Spectrogram 1	1	120.0	123.0	0	15000	Common Yellowthroat	comyel	0.5753	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	120.0
9	Spectrogram 1	1	129.0	132.0	0	15000	Common Yellowthroat	comyel	0.4614	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	129.0
10	Spectrogram 1	1	135.0	138.0	0	15000	Common Yellowthroat	comyel	0.0585	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	135.0
11	Spectrogram 1	1	147.0	150.0	0	15000	Common Yellowthroat	comyel	0.4049	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	147.0
12	Spectrogram 1	1	159.0	162.0	0	15000	Common Yellowthroat	comyel	0.0804	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	159.0
13	Spectrogram 1	1	183.0	186.0	0	15000	Common Yellowthroat	comyel	0.1226	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	183.0
14	Spectrogram 1	1	186.0	189.0	0	15000	Common Yellowthroat	comyel	0.8019	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	186.0
15	Spectrogram 1	1	189.0	192.0	0	15000	Common Yellowthroat	comyel	0.8070	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	189.0
16	Spectrogram 1	1	201.0	204.0	0	15000	Common Yellowthroat	comyel	0.6345	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	201.0
17	Spectrogram 1	1	204.0	207.0	0	15000	Common Yellowthroat	comyel	0.5754	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	204.0
18	Spectrogram 1	1	216.0	219.0	0	15000	Field Sparrow	fiespa	0.0553	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	216.0
19	Spectrogram 1	1	237.0	240.0	0	15000	Common Yellowthroat	comyel	0.0847	D:\AcousticMonitoringData\ELDON4_Data\Week24\ELDON4_20250627_204102.wav	237.0
