Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	432.0	435.0	0	15000	Field Sparrow	fiespa	0.0810	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	432.0
2	Spectrogram 1	1	444.0	447.0	0	15000	Field Sparrow	fiespa	0.0819	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	444.0
3	Spectrogram 1	1	621.0	624.0	0	15000	Common Yellowthroat	comyel	0.1046	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	621.0
4	Spectrogram 1	1	795.0	798.0	0	15000	Common Yellowthroat	comyel	0.0797	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	795.0
5	Spectrogram 1	1	807.0	810.0	0	15000	Field Sparrow	fiespa	0.0507	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	807.0
6	Spectrogram 1	1	831.0	834.0	0	15000	Field Sparrow	fiespa	0.0568	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	831.0
7	Spectrogram 1	1	858.0	861.0	0	15000	Common Yellowthroat	comyel	0.0815	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	858.0
8	Spectrogram 1	1	885.0	888.0	0	15000	Common Yellowthroat	comyel	0.0500	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	885.0
9	Spectrogram 1	1	894.0	897.0	0	15000	Common Yellowthroat	comyel	0.2228	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	894.0
10	Spectrogram 1	1	1041.0	1044.0	0	15000	Common Yellowthroat	comyel	0.0882	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1041.0
11	Spectrogram 1	1	1059.0	1062.0	0	15000	Field Sparrow	fiespa	0.2894	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1059.0
12	Spectrogram 1	1	1074.0	1077.0	0	15000	Blue Grosbeak	blugrb1	0.0791	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1074.0
13	Spectrogram 1	1	1104.0	1107.0	0	15000	Field Sparrow	fiespa	0.0618	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1104.0
14	Spectrogram 1	1	1140.0	1143.0	0	15000	Common Yellowthroat	comyel	0.0538	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1140.0
15	Spectrogram 1	1	1167.0	1170.0	0	15000	Field Sparrow	fiespa	0.0897	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1167.0
16	Spectrogram 1	1	1233.0	1236.0	0	15000	Field Sparrow	fiespa	0.2511	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1233.0
17	Spectrogram 1	1	1242.0	1245.0	0	15000	Field Sparrow	fiespa	0.0525	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1242.0
18	Spectrogram 1	1	1248.0	1251.0	0	15000	Common Yellowthroat	comyel	0.2506	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1248.0
19	Spectrogram 1	1	1248.0	1251.0	0	15000	Field Sparrow	fiespa	0.1191	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1248.0
20	Spectrogram 1	1	1257.0	1260.0	0	15000	Common Yellowthroat	comyel	0.0689	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1257.0
21	Spectrogram 1	1	1257.0	1260.0	0	15000	Field Sparrow	fiespa	0.0512	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250630_045200.wav	1257.0
