Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	429.0	432.0	0	15000	Field Sparrow	fiespa	0.8090	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	429.0
2	Spectrogram 1	1	432.0	435.0	0	15000	Field Sparrow	fiespa	0.7916	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	432.0
3	Spectrogram 1	1	813.0	816.0	0	15000	Field Sparrow	fiespa	0.6152	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	813.0
4	Spectrogram 1	1	936.0	939.0	0	15000	Common Yellowthroat	comyel	0.0620	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	936.0
5	Spectrogram 1	1	972.0	975.0	0	15000	Common Yellowthroat	comyel	0.0911	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	972.0
6	Spectrogram 1	1	1011.0	1014.0	0	15000	Field Sparrow	fiespa	0.1142	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1011.0
7	Spectrogram 1	1	1023.0	1026.0	0	15000	Field Sparrow	fiespa	0.0635	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1023.0
8	Spectrogram 1	1	1053.0	1056.0	0	15000	Field Sparrow	fiespa	0.1803	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1053.0
9	Spectrogram 1	1	1077.0	1080.0	0	15000	Common Yellowthroat	comyel	0.0545	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1077.0
10	Spectrogram 1	1	1098.0	1101.0	0	15000	Field Sparrow	fiespa	0.0877	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1098.0
11	Spectrogram 1	1	1131.0	1134.0	0	15000	Common Yellowthroat	comyel	0.2910	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1131.0
12	Spectrogram 1	1	1137.0	1140.0	0	15000	Field Sparrow	fiespa	0.4427	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1137.0
13	Spectrogram 1	1	1143.0	1146.0	0	15000	Field Sparrow	fiespa	0.8344	D:\AcousticMonitoringData\ELDON8_Data\Week20\ELDON8_20250530_045100.wav	1143.0
