Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	75.0	78.0	0	15000	Eastern Meadowlark	easmea	0.2142	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	75.0
2	Spectrogram 1	1	87.0	90.0	0	15000	Eastern Meadowlark	easmea	0.0789	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	87.0
3	Spectrogram 1	1	108.0	111.0	0	15000	Eastern Meadowlark	easmea	0.1588	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	108.0
4	Spectrogram 1	1	126.0	129.0	0	15000	Eastern Meadowlark	easmea	0.0752	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	126.0
5	Spectrogram 1	1	138.0	141.0	0	15000	Eastern Meadowlark	easmea	0.0665	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	138.0
6	Spectrogram 1	1	165.0	168.0	0	15000	Eastern Meadowlark	easmea	0.0505	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	165.0
7	Spectrogram 1	1	204.0	207.0	0	15000	Eastern Meadowlark	easmea	0.0651	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	204.0
8	Spectrogram 1	1	222.0	225.0	0	15000	Eastern Meadowlark	easmea	0.0504	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	222.0
9	Spectrogram 1	1	228.0	231.0	0	15000	Eastern Meadowlark	easmea	0.0773	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	228.0
10	Spectrogram 1	1	243.0	246.0	0	15000	Eastern Meadowlark	easmea	0.0549	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	243.0
11	Spectrogram 1	1	261.0	264.0	0	15000	Eastern Meadowlark	easmea	0.2388	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	261.0
12	Spectrogram 1	1	276.0	279.0	0	15000	Eastern Meadowlark	easmea	0.0536	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	276.0
13	Spectrogram 1	1	282.0	285.0	0	15000	Eastern Meadowlark	easmea	0.3539	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	282.0
14	Spectrogram 1	1	291.0	294.0	0	15000	Eastern Meadowlark	easmea	0.1329	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	291.0
15	Spectrogram 1	1	306.0	309.0	0	15000	Eastern Meadowlark	easmea	0.1029	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	306.0
16	Spectrogram 1	1	315.0	318.0	0	15000	Eastern Meadowlark	easmea	0.0608	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	315.0
17	Spectrogram 1	1	324.0	327.0	0	15000	Eastern Meadowlark	easmea	0.3248	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	324.0
18	Spectrogram 1	1	354.0	357.0	0	15000	Eastern Meadowlark	easmea	0.0968	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	354.0
19	Spectrogram 1	1	360.0	363.0	0	15000	Eastern Meadowlark	easmea	0.1394	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	360.0
20	Spectrogram 1	1	381.0	384.0	0	15000	Blue Grosbeak	blugrb1	0.4025	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	381.0
21	Spectrogram 1	1	387.0	390.0	0	15000	Eastern Meadowlark	easmea	0.0561	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	387.0
22	Spectrogram 1	1	417.0	420.0	0	15000	Eastern Meadowlark	easmea	0.0900	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	417.0
23	Spectrogram 1	1	429.0	432.0	0	15000	Common Yellowthroat	comyel	0.1009	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	429.0
24	Spectrogram 1	1	432.0	435.0	0	15000	Eastern Meadowlark	easmea	0.0567	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	432.0
25	Spectrogram 1	1	438.0	441.0	0	15000	Common Yellowthroat	comyel	0.0500	D:\AcousticMonitoringData\ELDON1_Data\Week24\ELDON1_20250623_054902.wav	438.0
