Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	66.0	69.0	0	15000	Field Sparrow	fiespa	0.2002	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	66.0
2	Spectrogram 1	1	96.0	99.0	0	15000	Eastern Meadowlark	easmea	0.0968	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	96.0
3	Spectrogram 1	1	126.0	129.0	0	15000	Eastern Meadowlark	easmea	0.3095	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	126.0
4	Spectrogram 1	1	150.0	153.0	0	15000	Eastern Meadowlark	easmea	0.5432	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	150.0
5	Spectrogram 1	1	261.0	264.0	0	15000	Eastern Meadowlark	easmea	0.0540	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	261.0
6	Spectrogram 1	1	462.0	465.0	0	15000	Horned Lark	horlar	0.1231	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	462.0
7	Spectrogram 1	1	585.0	588.0	0	15000	Eastern Meadowlark	easmea	0.2926	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	585.0
8	Spectrogram 1	1	693.0	696.0	0	15000	Common Yellowthroat	comyel	0.0902	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	693.0
9	Spectrogram 1	1	714.0	717.0	0	15000	Horned Lark	horlar	0.1031	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	714.0
10	Spectrogram 1	1	1146.0	1149.0	0	15000	Common Yellowthroat	comyel	0.1067	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	1146.0
11	Spectrogram 1	1	1263.0	1266.0	0	15000	Eastern Meadowlark	easmea	0.0592	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	1263.0
12	Spectrogram 1	1	1278.0	1281.0	0	15000	Horned Lark	horlar	0.0978	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	1278.0
13	Spectrogram 1	1	1515.0	1518.0	0	15000	Horned Lark	horlar	0.0936	D:\AcousticMonitoringData\ELDON4_Data\Week20\ELDON4_20250522_192400.wav	1515.0
