Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Field Sparrow	fiespa	0.1587	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	0.0
2	Spectrogram 1	1	3.0	6.0	0	15000	Field Sparrow	fiespa	0.1991	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	3.0
3	Spectrogram 1	1	6.0	9.0	0	15000	Field Sparrow	fiespa	0.0702	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	6.0
4	Spectrogram 1	1	12.0	15.0	0	15000	Field Sparrow	fiespa	0.1429	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	12.0
5	Spectrogram 1	1	18.0	21.0	0	15000	Field Sparrow	fiespa	0.3682	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	18.0
6	Spectrogram 1	1	21.0	24.0	0	15000	Field Sparrow	fiespa	0.0596	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	21.0
7	Spectrogram 1	1	24.0	27.0	0	15000	Field Sparrow	fiespa	0.0555	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	24.0
8	Spectrogram 1	1	33.0	36.0	0	15000	Blue Grosbeak	blugrb1	0.0531	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	33.0
9	Spectrogram 1	1	36.0	39.0	0	15000	Blue Grosbeak	blugrb1	0.0551	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	36.0
10	Spectrogram 1	1	39.0	42.0	0	15000	Common Yellowthroat	comyel	0.0591	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	39.0
11	Spectrogram 1	1	42.0	45.0	0	15000	Common Yellowthroat	comyel	0.0678	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	42.0
12	Spectrogram 1	1	51.0	54.0	0	15000	Common Yellowthroat	comyel	0.0652	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	51.0
13	Spectrogram 1	1	54.0	57.0	0	15000	Common Yellowthroat	comyel	0.0806	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	54.0
14	Spectrogram 1	1	69.0	72.0	0	15000	Field Sparrow	fiespa	0.0505	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	69.0
15	Spectrogram 1	1	72.0	75.0	0	15000	Field Sparrow	fiespa	0.1181	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	72.0
16	Spectrogram 1	1	93.0	96.0	0	15000	Field Sparrow	fiespa	0.0652	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	93.0
17	Spectrogram 1	1	96.0	99.0	0	15000	Field Sparrow	fiespa	0.2540	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	96.0
18	Spectrogram 1	1	114.0	117.0	0	15000	Field Sparrow	fiespa	0.0797	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	114.0
19	Spectrogram 1	1	117.0	120.0	0	15000	Field Sparrow	fiespa	0.4946	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	117.0
20	Spectrogram 1	1	132.0	135.0	0	15000	Field Sparrow	fiespa	0.1189	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	132.0
21	Spectrogram 1	1	135.0	138.0	0	15000	Field Sparrow	fiespa	0.0574	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	135.0
22	Spectrogram 1	1	141.0	144.0	0	15000	Field Sparrow	fiespa	0.0620	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	141.0
23	Spectrogram 1	1	147.0	150.0	0	15000	Field Sparrow	fiespa	0.2133	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	147.0
24	Spectrogram 1	1	153.0	156.0	0	15000	Field Sparrow	fiespa	0.1252	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	153.0
25	Spectrogram 1	1	156.0	159.0	0	15000	Field Sparrow	fiespa	0.1366	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	156.0
26	Spectrogram 1	1	156.0	159.0	0	15000	Common Yellowthroat	comyel	0.1002	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	156.0
27	Spectrogram 1	1	159.0	162.0	0	15000	Common Yellowthroat	comyel	0.1242	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	159.0
28	Spectrogram 1	1	162.0	165.0	0	15000	Common Yellowthroat	comyel	0.1529	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	162.0
29	Spectrogram 1	1	162.0	165.0	0	15000	Field Sparrow	fiespa	0.1166	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	162.0
30	Spectrogram 1	1	165.0	168.0	0	15000	Field Sparrow	fiespa	0.3902	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	165.0
31	Spectrogram 1	1	168.0	171.0	0	15000	Common Yellowthroat	comyel	0.2815	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	168.0
32	Spectrogram 1	1	168.0	171.0	0	15000	Field Sparrow	fiespa	0.0530	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	168.0
33	Spectrogram 1	1	171.0	174.0	0	15000	Common Yellowthroat	comyel	0.0683	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	171.0
34	Spectrogram 1	1	174.0	177.0	0	15000	Field Sparrow	fiespa	0.1629	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	174.0
35	Spectrogram 1	1	177.0	180.0	0	15000	Common Yellowthroat	comyel	0.3245	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	177.0
36	Spectrogram 1	1	180.0	183.0	0	15000	Common Yellowthroat	comyel	0.0636	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	180.0
37	Spectrogram 1	1	186.0	189.0	0	15000	Common Yellowthroat	comyel	0.1774	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	186.0
38	Spectrogram 1	1	192.0	195.0	0	15000	Field Sparrow	fiespa	0.0564	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	192.0
39	Spectrogram 1	1	198.0	201.0	0	15000	Common Yellowthroat	comyel	0.3566	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	198.0
40	Spectrogram 1	1	201.0	204.0	0	15000	Common Yellowthroat	comyel	0.2715	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	201.0
41	Spectrogram 1	1	201.0	204.0	0	15000	Field Sparrow	fiespa	0.0528	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	201.0
42	Spectrogram 1	1	207.0	210.0	0	15000	Common Yellowthroat	comyel	0.3444	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	207.0
43	Spectrogram 1	1	210.0	213.0	0	15000	Field Sparrow	fiespa	0.1027	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	210.0
44	Spectrogram 1	1	222.0	225.0	0	15000	Field Sparrow	fiespa	0.0531	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	222.0
45	Spectrogram 1	1	234.0	237.0	0	15000	Common Yellowthroat	comyel	0.0638	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	234.0
46	Spectrogram 1	1	249.0	252.0	0	15000	Common Yellowthroat	comyel	0.0858	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	249.0
47	Spectrogram 1	1	255.0	258.0	0	15000	Common Yellowthroat	comyel	0.0995	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	255.0
48	Spectrogram 1	1	261.0	264.0	0	15000	Field Sparrow	fiespa	0.0751	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	261.0
49	Spectrogram 1	1	264.0	267.0	0	15000	Field Sparrow	fiespa	0.1203	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	264.0
50	Spectrogram 1	1	267.0	270.0	0	15000	Field Sparrow	fiespa	0.0629	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	267.0
51	Spectrogram 1	1	270.0	273.0	0	15000	Common Yellowthroat	comyel	0.0719	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	270.0
52	Spectrogram 1	1	273.0	276.0	0	15000	Field Sparrow	fiespa	0.1717	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	273.0
53	Spectrogram 1	1	273.0	276.0	0	15000	Eastern Meadowlark	easmea	0.0621	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	273.0
54	Spectrogram 1	1	282.0	285.0	0	15000	Common Yellowthroat	comyel	0.0853	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	282.0
55	Spectrogram 1	1	300.0	303.0	0	15000	Field Sparrow	fiespa	0.0535	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	300.0
56	Spectrogram 1	1	321.0	324.0	0	15000	Field Sparrow	fiespa	0.1241	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	321.0
57	Spectrogram 1	1	324.0	327.0	0	15000	Field Sparrow	fiespa	0.3876	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	324.0
58	Spectrogram 1	1	333.0	336.0	0	15000	Field Sparrow	fiespa	0.0738	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	333.0
59	Spectrogram 1	1	339.0	342.0	0	15000	Field Sparrow	fiespa	0.3278	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	339.0
60	Spectrogram 1	1	348.0	351.0	0	15000	Field Sparrow	fiespa	0.2727	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	348.0
61	Spectrogram 1	1	351.0	354.0	0	15000	Field Sparrow	fiespa	0.3405	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	351.0
62	Spectrogram 1	1	354.0	357.0	0	15000	Field Sparrow	fiespa	0.2430	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	354.0
63	Spectrogram 1	1	357.0	360.0	0	15000	Field Sparrow	fiespa	0.2106	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	357.0
64	Spectrogram 1	1	363.0	366.0	0	15000	Field Sparrow	fiespa	0.0727	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	363.0
65	Spectrogram 1	1	366.0	369.0	0	15000	Field Sparrow	fiespa	0.3863	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	366.0
66	Spectrogram 1	1	369.0	372.0	0	15000	Field Sparrow	fiespa	0.2413	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	369.0
67	Spectrogram 1	1	375.0	378.0	0	15000	Field Sparrow	fiespa	0.1761	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	375.0
68	Spectrogram 1	1	381.0	384.0	0	15000	Field Sparrow	fiespa	0.0722	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	381.0
69	Spectrogram 1	1	384.0	387.0	0	15000	Field Sparrow	fiespa	0.3867	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	384.0
70	Spectrogram 1	1	387.0	390.0	0	15000	Field Sparrow	fiespa	0.5511	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	387.0
71	Spectrogram 1	1	390.0	393.0	0	15000	Field Sparrow	fiespa	0.4152	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	390.0
72	Spectrogram 1	1	396.0	399.0	0	15000	Field Sparrow	fiespa	0.5774	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	396.0
73	Spectrogram 1	1	399.0	402.0	0	15000	Field Sparrow	fiespa	0.5144	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	399.0
74	Spectrogram 1	1	402.0	405.0	0	15000	Field Sparrow	fiespa	0.8142	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	402.0
75	Spectrogram 1	1	411.0	414.0	0	15000	Field Sparrow	fiespa	0.0701	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	411.0
76	Spectrogram 1	1	414.0	417.0	0	15000	Field Sparrow	fiespa	0.9377	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	414.0
77	Spectrogram 1	1	417.0	420.0	0	15000	Field Sparrow	fiespa	0.1846	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	417.0
78	Spectrogram 1	1	420.0	423.0	0	15000	Field Sparrow	fiespa	0.3725	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	420.0
79	Spectrogram 1	1	423.0	426.0	0	15000	Field Sparrow	fiespa	0.8221	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	423.0
80	Spectrogram 1	1	426.0	429.0	0	15000	Field Sparrow	fiespa	0.2024	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	426.0
81	Spectrogram 1	1	429.0	432.0	0	15000	Field Sparrow	fiespa	0.6545	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	429.0
82	Spectrogram 1	1	432.0	435.0	0	15000	Field Sparrow	fiespa	0.3218	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	432.0
83	Spectrogram 1	1	435.0	438.0	0	15000	Field Sparrow	fiespa	0.6996	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	435.0
84	Spectrogram 1	1	438.0	441.0	0	15000	Field Sparrow	fiespa	0.6982	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	438.0
85	Spectrogram 1	1	441.0	444.0	0	15000	Field Sparrow	fiespa	0.7374	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	441.0
86	Spectrogram 1	1	444.0	447.0	0	15000	Field Sparrow	fiespa	0.1364	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	444.0
87	Spectrogram 1	1	447.0	450.0	0	15000	Field Sparrow	fiespa	0.2312	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	447.0
88	Spectrogram 1	1	447.0	450.0	0	15000	Common Yellowthroat	comyel	0.0735	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	447.0
89	Spectrogram 1	1	450.0	453.0	0	15000	Field Sparrow	fiespa	0.8200	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	450.0
90	Spectrogram 1	1	453.0	456.0	0	15000	Field Sparrow	fiespa	0.7656	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	453.0
91	Spectrogram 1	1	459.0	462.0	0	15000	Field Sparrow	fiespa	0.3974	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	459.0
92	Spectrogram 1	1	462.0	465.0	0	15000	Field Sparrow	fiespa	0.8062	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	462.0
93	Spectrogram 1	1	465.0	468.0	0	15000	Field Sparrow	fiespa	0.1006	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	465.0
94	Spectrogram 1	1	468.0	471.0	0	15000	Field Sparrow	fiespa	0.0517	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	468.0
95	Spectrogram 1	1	471.0	474.0	0	15000	Field Sparrow	fiespa	0.0647	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	471.0
96	Spectrogram 1	1	474.0	477.0	0	15000	Field Sparrow	fiespa	0.4305	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	474.0
97	Spectrogram 1	1	477.0	480.0	0	15000	Field Sparrow	fiespa	0.9712	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	477.0
98	Spectrogram 1	1	480.0	483.0	0	15000	Field Sparrow	fiespa	0.4886	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	480.0
99	Spectrogram 1	1	483.0	486.0	0	15000	Field Sparrow	fiespa	0.0586	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	483.0
100	Spectrogram 1	1	486.0	489.0	0	15000	Field Sparrow	fiespa	0.4633	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	486.0
101	Spectrogram 1	1	507.0	510.0	0	15000	Field Sparrow	fiespa	0.0594	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	507.0
102	Spectrogram 1	1	522.0	525.0	0	15000	Field Sparrow	fiespa	0.0930	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	522.0
103	Spectrogram 1	1	531.0	534.0	0	15000	Field Sparrow	fiespa	0.6442	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	531.0
104	Spectrogram 1	1	537.0	540.0	0	15000	Field Sparrow	fiespa	0.2624	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	537.0
105	Spectrogram 1	1	546.0	549.0	0	15000	Common Yellowthroat	comyel	0.0543	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	546.0
106	Spectrogram 1	1	552.0	555.0	0	15000	Blue Grosbeak	blugrb1	0.0529	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	552.0
107	Spectrogram 1	1	564.0	567.0	0	15000	Field Sparrow	fiespa	0.1764	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	564.0
108	Spectrogram 1	1	573.0	576.0	0	15000	Blue Grosbeak	blugrb1	0.1019	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	573.0
109	Spectrogram 1	1	582.0	585.0	0	15000	Field Sparrow	fiespa	0.0598	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	582.0
110	Spectrogram 1	1	585.0	588.0	0	15000	Field Sparrow	fiespa	0.4342	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	585.0
111	Spectrogram 1	1	591.0	594.0	0	15000	Field Sparrow	fiespa	0.1556	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	591.0
112	Spectrogram 1	1	594.0	597.0	0	15000	Field Sparrow	fiespa	0.1737	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	594.0
113	Spectrogram 1	1	600.0	603.0	0	15000	Field Sparrow	fiespa	0.3077	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	600.0
114	Spectrogram 1	1	606.0	609.0	0	15000	Field Sparrow	fiespa	0.1951	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	606.0
115	Spectrogram 1	1	609.0	612.0	0	15000	Field Sparrow	fiespa	0.6619	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	609.0
116	Spectrogram 1	1	612.0	615.0	0	15000	Field Sparrow	fiespa	0.4804	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	612.0
117	Spectrogram 1	1	615.0	618.0	0	15000	Field Sparrow	fiespa	0.0650	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	615.0
118	Spectrogram 1	1	618.0	621.0	0	15000	Field Sparrow	fiespa	0.0704	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	618.0
119	Spectrogram 1	1	621.0	624.0	0	15000	Field Sparrow	fiespa	0.3561	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	621.0
120	Spectrogram 1	1	624.0	627.0	0	15000	Field Sparrow	fiespa	0.6529	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	624.0
121	Spectrogram 1	1	627.0	630.0	0	15000	Field Sparrow	fiespa	0.8113	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	627.0
122	Spectrogram 1	1	630.0	633.0	0	15000	Field Sparrow	fiespa	0.0519	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	630.0
123	Spectrogram 1	1	633.0	636.0	0	15000	Field Sparrow	fiespa	0.5779	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	633.0
124	Spectrogram 1	1	633.0	636.0	0	15000	Blue Grosbeak	blugrb1	0.0670	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	633.0
125	Spectrogram 1	1	636.0	639.0	0	15000	Field Sparrow	fiespa	0.9001	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	636.0
126	Spectrogram 1	1	639.0	642.0	0	15000	Field Sparrow	fiespa	0.2691	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	639.0
127	Spectrogram 1	1	642.0	645.0	0	15000	Field Sparrow	fiespa	0.0881	D:\AcousticMonitoringData\ELDON8_Data\Week21\ELDON8_20250606_193400.wav	642.0
