Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	111.0	114.0	0	15000	Field Sparrow	fiespa	0.0688	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	111.0
2	Spectrogram 1	1	129.0	132.0	0	15000	Field Sparrow	fiespa	0.0687	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	129.0
3	Spectrogram 1	1	318.0	321.0	0	15000	Field Sparrow	fiespa	0.0591	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	318.0
4	Spectrogram 1	1	327.0	330.0	0	15000	Field Sparrow	fiespa	0.0911	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	327.0
5	Spectrogram 1	1	336.0	339.0	0	15000	Common Yellowthroat	comyel	0.0625	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	336.0
6	Spectrogram 1	1	336.0	339.0	0	15000	Field Sparrow	fiespa	0.0508	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	336.0
7	Spectrogram 1	1	345.0	348.0	0	15000	Field Sparrow	fiespa	0.1121	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	345.0
8	Spectrogram 1	1	354.0	357.0	0	15000	Field Sparrow	fiespa	0.0637	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	354.0
9	Spectrogram 1	1	357.0	360.0	0	15000	Field Sparrow	fiespa	0.0698	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	357.0
10	Spectrogram 1	1	363.0	366.0	0	15000	Field Sparrow	fiespa	0.0604	D:\AcousticMonitoringData\ELDON9_Data\Week18\ELDON9_20250509_060602.wav	363.0
