Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	9.0	12.0	0	15000	Common Yellowthroat	comyel	0.7088	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	9.0
2	Spectrogram 1	1	21.0	24.0	0	15000	Common Yellowthroat	comyel	0.5143	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	21.0
3	Spectrogram 1	1	27.0	30.0	0	15000	Common Yellowthroat	comyel	0.0554	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	27.0
4	Spectrogram 1	1	36.0	39.0	0	15000	Common Yellowthroat	comyel	0.4372	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	36.0
5	Spectrogram 1	1	57.0	60.0	0	15000	Common Yellowthroat	comyel	0.2023	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	57.0
6	Spectrogram 1	1	66.0	69.0	0	15000	Field Sparrow	fiespa	0.2399	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	66.0
7	Spectrogram 1	1	78.0	81.0	0	15000	Common Yellowthroat	comyel	0.5583	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	78.0
8	Spectrogram 1	1	93.0	96.0	0	15000	Common Yellowthroat	comyel	0.4877	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	93.0
9	Spectrogram 1	1	105.0	108.0	0	15000	Common Yellowthroat	comyel	0.0518	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	105.0
10	Spectrogram 1	1	126.0	129.0	0	15000	Common Yellowthroat	comyel	0.1366	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	126.0
11	Spectrogram 1	1	129.0	132.0	0	15000	Common Yellowthroat	comyel	0.0838	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	129.0
12	Spectrogram 1	1	144.0	147.0	0	15000	Common Yellowthroat	comyel	0.6020	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	144.0
13	Spectrogram 1	1	159.0	162.0	0	15000	Common Yellowthroat	comyel	0.0868	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	159.0
14	Spectrogram 1	1	159.0	162.0	0	15000	Eastern Meadowlark	easmea	0.0679	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	159.0
15	Spectrogram 1	1	162.0	165.0	0	15000	Common Yellowthroat	comyel	0.1666	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	162.0
16	Spectrogram 1	1	171.0	174.0	0	15000	Common Yellowthroat	comyel	0.3944	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	171.0
17	Spectrogram 1	1	174.0	177.0	0	15000	Common Yellowthroat	comyel	0.5914	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	174.0
18	Spectrogram 1	1	183.0	186.0	0	15000	Common Yellowthroat	comyel	0.1021	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	183.0
19	Spectrogram 1	1	189.0	192.0	0	15000	Common Yellowthroat	comyel	0.3644	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	189.0
20	Spectrogram 1	1	192.0	195.0	0	15000	Common Yellowthroat	comyel	0.9242	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	192.0
21	Spectrogram 1	1	198.0	201.0	0	15000	Common Yellowthroat	comyel	0.0580	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	198.0
22	Spectrogram 1	1	201.0	204.0	0	15000	Common Yellowthroat	comyel	0.0755	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	201.0
23	Spectrogram 1	1	255.0	258.0	0	15000	Song Sparrow	sonspa	0.1172	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	255.0
24	Spectrogram 1	1	267.0	270.0	0	15000	Common Yellowthroat	comyel	0.1135	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	267.0
25	Spectrogram 1	1	282.0	285.0	0	15000	Common Yellowthroat	comyel	0.0505	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	282.0
26	Spectrogram 1	1	288.0	291.0	0	15000	Common Yellowthroat	comyel	0.0516	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	288.0
27	Spectrogram 1	1	303.0	306.0	0	15000	Common Yellowthroat	comyel	0.1919	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	303.0
28	Spectrogram 1	1	318.0	321.0	0	15000	Common Yellowthroat	comyel	0.2689	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	318.0
29	Spectrogram 1	1	321.0	324.0	0	15000	Common Yellowthroat	comyel	0.0736	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	321.0
30	Spectrogram 1	1	345.0	348.0	0	15000	Common Yellowthroat	comyel	0.1229	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	345.0
31	Spectrogram 1	1	348.0	351.0	0	15000	Common Yellowthroat	comyel	0.0637	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	348.0
32	Spectrogram 1	1	366.0	369.0	0	15000	Common Yellowthroat	comyel	0.0991	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	366.0
33	Spectrogram 1	1	387.0	390.0	0	15000	Common Yellowthroat	comyel	0.5339	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	387.0
34	Spectrogram 1	1	399.0	402.0	0	15000	Common Yellowthroat	comyel	0.0950	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	399.0
35	Spectrogram 1	1	411.0	414.0	0	15000	Common Yellowthroat	comyel	0.2609	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	411.0
36	Spectrogram 1	1	414.0	417.0	0	15000	Common Yellowthroat	comyel	0.1574	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	414.0
37	Spectrogram 1	1	423.0	426.0	0	15000	Common Yellowthroat	comyel	0.5462	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	423.0
38	Spectrogram 1	1	426.0	429.0	0	15000	Common Yellowthroat	comyel	0.2507	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	426.0
39	Spectrogram 1	1	450.0	453.0	0	15000	Common Yellowthroat	comyel	0.1071	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	450.0
40	Spectrogram 1	1	456.0	459.0	0	15000	Common Yellowthroat	comyel	0.0726	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	456.0
41	Spectrogram 1	1	468.0	471.0	0	15000	Common Yellowthroat	comyel	0.5529	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	468.0
42	Spectrogram 1	1	489.0	492.0	0	15000	Common Yellowthroat	comyel	0.2470	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	489.0
43	Spectrogram 1	1	501.0	504.0	0	15000	Common Yellowthroat	comyel	0.3106	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	501.0
44	Spectrogram 1	1	504.0	507.0	0	15000	Common Yellowthroat	comyel	0.2228	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	504.0
45	Spectrogram 1	1	525.0	528.0	0	15000	Common Yellowthroat	comyel	0.0643	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	525.0
46	Spectrogram 1	1	537.0	540.0	0	15000	Common Yellowthroat	comyel	0.1090	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	537.0
47	Spectrogram 1	1	555.0	558.0	0	15000	Common Yellowthroat	comyel	0.3178	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	555.0
48	Spectrogram 1	1	570.0	573.0	0	15000	Common Yellowthroat	comyel	0.0934	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	570.0
49	Spectrogram 1	1	573.0	576.0	0	15000	Common Yellowthroat	comyel	0.2914	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	573.0
50	Spectrogram 1	1	591.0	594.0	0	15000	Common Yellowthroat	comyel	0.4386	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	591.0
51	Spectrogram 1	1	603.0	606.0	0	15000	Common Yellowthroat	comyel	0.1145	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	603.0
52	Spectrogram 1	1	606.0	609.0	0	15000	Common Yellowthroat	comyel	0.1428	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	606.0
53	Spectrogram 1	1	609.0	612.0	0	15000	Upland Sandpiper	uplsan	0.0536	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	609.0
54	Spectrogram 1	1	615.0	618.0	0	15000	Common Yellowthroat	comyel	0.2908	D:\AcousticMonitoringData\ELDON4_Data\Week23\ELDON4_20250616_203902.wav	615.0
