Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Spizella pusilla,Field Sparrow,0.1188,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
12.0,15.0,Spizella pusilla,Field Sparrow,0.1291,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
33.0,36.0,Spizella pusilla,Field Sparrow,0.0833,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
39.0,42.0,Spizella pusilla,Field Sparrow,0.3377,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
63.0,66.0,Geothlypis trichas,Common Yellowthroat,0.0794,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
87.0,90.0,Geothlypis trichas,Common Yellowthroat,0.0658,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
90.0,93.0,Geothlypis trichas,Common Yellowthroat,0.1403,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
90.0,93.0,Spizella pusilla,Field Sparrow,0.0505,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
93.0,96.0,Spizella pusilla,Field Sparrow,0.0785,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
111.0,114.0,Spizella pusilla,Field Sparrow,0.3077,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
114.0,117.0,Spizella pusilla,Field Sparrow,0.3292,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
117.0,120.0,Spizella pusilla,Field Sparrow,0.1996,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
123.0,126.0,Spizella pusilla,Field Sparrow,0.0653,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
123.0,126.0,Geothlypis trichas,Common Yellowthroat,0.0547,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
126.0,129.0,Spizella pusilla,Field Sparrow,0.5747,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
129.0,132.0,Spizella pusilla,Field Sparrow,0.0547,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
141.0,144.0,Spizella pusilla,Field Sparrow,0.2480,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
144.0,147.0,Spizella pusilla,Field Sparrow,0.1698,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
156.0,159.0,Spizella pusilla,Field Sparrow,0.0535,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
159.0,162.0,Geothlypis trichas,Common Yellowthroat,0.1020,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
168.0,171.0,Spizella pusilla,Field Sparrow,0.2195,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
171.0,174.0,Spizella pusilla,Field Sparrow,0.2074,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
174.0,177.0,Spizella pusilla,Field Sparrow,0.1240,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
189.0,192.0,Spizella pusilla,Field Sparrow,0.0638,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
192.0,195.0,Spizella pusilla,Field Sparrow,0.5125,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
195.0,198.0,Spizella pusilla,Field Sparrow,0.0991,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
210.0,213.0,Spizella pusilla,Field Sparrow,0.1640,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
213.0,216.0,Spizella pusilla,Field Sparrow,0.0799,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
216.0,219.0,Spizella pusilla,Field Sparrow,0.0640,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
243.0,246.0,Spizella pusilla,Field Sparrow,0.1111,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
246.0,249.0,Spizella pusilla,Field Sparrow,0.2253,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
252.0,255.0,Spizella pusilla,Field Sparrow,0.0907,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
258.0,261.0,Spizella pusilla,Field Sparrow,0.1252,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
261.0,264.0,Spizella pusilla,Field Sparrow,0.1865,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
264.0,267.0,Spizella pusilla,Field Sparrow,0.2485,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
270.0,273.0,Spizella pusilla,Field Sparrow,0.1342,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
273.0,276.0,Geothlypis trichas,Common Yellowthroat,0.1252,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
276.0,279.0,Spizella pusilla,Field Sparrow,0.1900,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
276.0,279.0,Geothlypis trichas,Common Yellowthroat,0.1310,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
279.0,282.0,Spizella pusilla,Field Sparrow,0.5098,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
282.0,285.0,Spizella pusilla,Field Sparrow,0.0915,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
285.0,288.0,Spizella pusilla,Field Sparrow,0.0614,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
288.0,291.0,Spizella pusilla,Field Sparrow,0.6248,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
294.0,297.0,Geothlypis trichas,Common Yellowthroat,0.0968,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
303.0,306.0,Geothlypis trichas,Common Yellowthroat,0.1015,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
303.0,306.0,Spizella pusilla,Field Sparrow,0.0623,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
312.0,315.0,Geothlypis trichas,Common Yellowthroat,0.0610,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
327.0,330.0,Spizella pusilla,Field Sparrow,0.0788,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
330.0,333.0,Spizella pusilla,Field Sparrow,0.0903,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
333.0,336.0,Spizella pusilla,Field Sparrow,0.0798,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
336.0,339.0,Geothlypis trichas,Common Yellowthroat,0.2693,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
336.0,339.0,Spizella pusilla,Field Sparrow,0.0520,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
339.0,342.0,Geothlypis trichas,Common Yellowthroat,0.0571,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
345.0,348.0,Geothlypis trichas,Common Yellowthroat,0.1807,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
348.0,351.0,Spizella pusilla,Field Sparrow,0.8478,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
357.0,360.0,Spizella pusilla,Field Sparrow,0.0604,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
363.0,366.0,Spizella pusilla,Field Sparrow,0.5707,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
366.0,369.0,Spizella pusilla,Field Sparrow,0.5475,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
387.0,390.0,Spizella pusilla,Field Sparrow,0.0539,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
423.0,426.0,Sturnella magna,Eastern Meadowlark,0.0543,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
447.0,450.0,Spizella pusilla,Field Sparrow,0.0583,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
465.0,468.0,Spizella pusilla,Field Sparrow,0.0530,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
468.0,471.0,Spizella pusilla,Field Sparrow,0.2639,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
471.0,474.0,Spizella pusilla,Field Sparrow,0.5459,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
474.0,477.0,Spizella pusilla,Field Sparrow,0.0803,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
474.0,477.0,Geothlypis trichas,Common Yellowthroat,0.0751,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
498.0,501.0,Spizella pusilla,Field Sparrow,0.0598,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
501.0,504.0,Geothlypis trichas,Common Yellowthroat,0.0925,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
537.0,540.0,Geothlypis trichas,Common Yellowthroat,0.0881,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
540.0,543.0,Spizella pusilla,Field Sparrow,0.4563,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
555.0,558.0,Spizella pusilla,Field Sparrow,0.2187,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
564.0,567.0,Geothlypis trichas,Common Yellowthroat,0.0913,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
567.0,570.0,Spizella pusilla,Field Sparrow,0.0554,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
570.0,573.0,Spizella pusilla,Field Sparrow,0.0993,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
582.0,585.0,Spizella pusilla,Field Sparrow,0.3525,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
585.0,588.0,Spizella pusilla,Field Sparrow,0.1338,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
588.0,591.0,Spizella pusilla,Field Sparrow,0.0983,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
591.0,594.0,Spizella pusilla,Field Sparrow,0.0720,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
594.0,597.0,Spizella pusilla,Field Sparrow,0.2664,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
597.0,600.0,Spizella pusilla,Field Sparrow,0.1264,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
603.0,606.0,Geothlypis trichas,Common Yellowthroat,0.0764,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
609.0,612.0,Spizella pusilla,Field Sparrow,0.4168,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
612.0,615.0,Spizella pusilla,Field Sparrow,0.4376,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
624.0,627.0,Spizella pusilla,Field Sparrow,0.3758,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
627.0,630.0,Geothlypis trichas,Common Yellowthroat,0.2487,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
627.0,630.0,Sturnella magna,Eastern Meadowlark,0.0588,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
630.0,633.0,Spizella pusilla,Field Sparrow,0.0808,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
639.0,642.0,Spizella pusilla,Field Sparrow,0.0623,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
657.0,660.0,Spizella pusilla,Field Sparrow,0.1498,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
660.0,663.0,Spizella pusilla,Field Sparrow,0.9018,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
669.0,672.0,Spizella pusilla,Field Sparrow,0.9251,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
672.0,675.0,Spizella pusilla,Field Sparrow,0.9585,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
681.0,684.0,Spizella pusilla,Field Sparrow,0.8789,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
684.0,687.0,Spizella pusilla,Field Sparrow,0.0693,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
687.0,690.0,Spizella pusilla,Field Sparrow,0.1495,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
690.0,693.0,Passerina caerulea,Blue Grosbeak,0.0749,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
696.0,699.0,Spizella pusilla,Field Sparrow,0.9181,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
705.0,708.0,Spizella pusilla,Field Sparrow,0.6812,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
711.0,714.0,Spizella pusilla,Field Sparrow,0.0907,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
723.0,726.0,Spizella pusilla,Field Sparrow,0.3698,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
726.0,729.0,Spizella pusilla,Field Sparrow,0.8852,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
732.0,735.0,Spizella pusilla,Field Sparrow,0.1832,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
735.0,738.0,Spizella pusilla,Field Sparrow,0.1244,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
741.0,744.0,Spizella pusilla,Field Sparrow,0.8812,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
744.0,747.0,Spizella pusilla,Field Sparrow,0.8935,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
753.0,756.0,Spizella pusilla,Field Sparrow,0.1841,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
756.0,759.0,Spizella pusilla,Field Sparrow,0.9230,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
762.0,765.0,Geothlypis trichas,Common Yellowthroat,0.1489,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
765.0,768.0,Spizella pusilla,Field Sparrow,0.1106,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
765.0,768.0,Geothlypis trichas,Common Yellowthroat,0.0883,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
768.0,771.0,Bartramia longicauda,Upland Sandpiper,0.0969,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
771.0,774.0,Spizella pusilla,Field Sparrow,0.7878,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
774.0,777.0,Spizella pusilla,Field Sparrow,0.5383,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
777.0,780.0,Spizella pusilla,Field Sparrow,0.1681,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
780.0,783.0,Geothlypis trichas,Common Yellowthroat,0.2161,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
786.0,789.0,Spizella pusilla,Field Sparrow,0.3941,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
789.0,792.0,Spizella pusilla,Field Sparrow,0.8954,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
792.0,795.0,Spizella pusilla,Field Sparrow,0.1787,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
792.0,795.0,Geothlypis trichas,Common Yellowthroat,0.0921,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
801.0,804.0,Spizella pusilla,Field Sparrow,0.9278,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
804.0,807.0,Spizella pusilla,Field Sparrow,0.2205,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
804.0,807.0,Geothlypis trichas,Common Yellowthroat,0.0715,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
813.0,816.0,Spizella pusilla,Field Sparrow,0.7505,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
816.0,819.0,Geothlypis trichas,Common Yellowthroat,0.1303,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
819.0,822.0,Spizella pusilla,Field Sparrow,0.5451,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
825.0,828.0,Geothlypis trichas,Common Yellowthroat,0.5036,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
828.0,831.0,Spizella pusilla,Field Sparrow,0.9416,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
831.0,834.0,Spizella pusilla,Field Sparrow,0.8584,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
837.0,840.0,Geothlypis trichas,Common Yellowthroat,0.8031,D:\AcousticMonitoringData\ELDON8_Data\Week24\ELDON8_20250630_204102.wav
