Start (s),End (s),Scientific name,Common name,Confidence,File
132.0,135.0,Spizella pusilla,Field Sparrow,0.2037,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
150.0,153.0,Spizella pusilla,Field Sparrow,0.1358,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
153.0,156.0,Spizella pusilla,Field Sparrow,0.5956,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
177.0,180.0,Spizella pusilla,Field Sparrow,0.1093,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
219.0,222.0,Sturnella magna,Eastern Meadowlark,0.0506,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
234.0,237.0,Sturnella magna,Eastern Meadowlark,0.0513,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
243.0,246.0,Spizella pusilla,Field Sparrow,0.1532,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
246.0,249.0,Spizella pusilla,Field Sparrow,0.0535,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
285.0,288.0,Sturnella magna,Eastern Meadowlark,0.0551,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
294.0,297.0,Geothlypis trichas,Common Yellowthroat,0.1257,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
318.0,321.0,Sturnella magna,Eastern Meadowlark,0.1072,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
321.0,324.0,Sturnella magna,Eastern Meadowlark,0.0853,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
324.0,327.0,Geothlypis trichas,Common Yellowthroat,0.0824,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
330.0,333.0,Sturnella magna,Eastern Meadowlark,0.0634,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
345.0,348.0,Sturnella magna,Eastern Meadowlark,0.0678,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
372.0,375.0,Geothlypis trichas,Common Yellowthroat,0.0551,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
399.0,402.0,Geothlypis trichas,Common Yellowthroat,0.2339,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
405.0,408.0,Spizella pusilla,Field Sparrow,0.1240,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
408.0,411.0,Geothlypis trichas,Common Yellowthroat,0.0524,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
411.0,414.0,Spizella pusilla,Field Sparrow,0.0864,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
414.0,417.0,Geothlypis trichas,Common Yellowthroat,0.0505,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
480.0,483.0,Spizella pusilla,Field Sparrow,0.0639,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
516.0,519.0,Sturnella magna,Eastern Meadowlark,0.1592,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
549.0,552.0,Spizella pusilla,Field Sparrow,0.5299,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
552.0,555.0,Spizella pusilla,Field Sparrow,0.2104,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
552.0,555.0,Sturnella magna,Eastern Meadowlark,0.0505,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
576.0,579.0,Spizella pusilla,Field Sparrow,0.3345,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
615.0,618.0,Sturnella magna,Eastern Meadowlark,0.0517,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
624.0,627.0,Geothlypis trichas,Common Yellowthroat,0.0524,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
639.0,642.0,Sturnella magna,Eastern Meadowlark,0.1234,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
642.0,645.0,Sturnella magna,Eastern Meadowlark,0.0861,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
678.0,681.0,Spizella pusilla,Field Sparrow,0.0597,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
693.0,696.0,Geothlypis trichas,Common Yellowthroat,0.0847,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
696.0,699.0,Geothlypis trichas,Common Yellowthroat,0.0532,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
717.0,720.0,Spizella pusilla,Field Sparrow,0.0838,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
738.0,741.0,Bartramia longicauda,Upland Sandpiper,0.0774,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
744.0,747.0,Geothlypis trichas,Common Yellowthroat,0.0973,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
750.0,753.0,Spizella pusilla,Field Sparrow,0.2134,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
780.0,783.0,Spizella pusilla,Field Sparrow,0.1307,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
807.0,810.0,Passerina caerulea,Blue Grosbeak,0.0896,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
810.0,813.0,Passerina caerulea,Blue Grosbeak,0.1198,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
816.0,819.0,Passerina caerulea,Blue Grosbeak,0.0651,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
885.0,888.0,Geothlypis trichas,Common Yellowthroat,0.0567,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
906.0,909.0,Spizella pusilla,Field Sparrow,0.0620,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
942.0,945.0,Spizella pusilla,Field Sparrow,0.0998,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
945.0,948.0,Spizella pusilla,Field Sparrow,0.2684,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
957.0,960.0,Geothlypis trichas,Common Yellowthroat,0.1784,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
960.0,963.0,Geothlypis trichas,Common Yellowthroat,0.0556,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
975.0,978.0,Geothlypis trichas,Common Yellowthroat,0.0529,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
999.0,1002.0,Spizella pusilla,Field Sparrow,0.2267,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1002.0,1005.0,Spizella pusilla,Field Sparrow,0.2087,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1005.0,1008.0,Spizella pusilla,Field Sparrow,0.4100,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1008.0,1011.0,Spizella pusilla,Field Sparrow,0.1630,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1014.0,1017.0,Spizella pusilla,Field Sparrow,0.1329,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1023.0,1026.0,Spizella pusilla,Field Sparrow,0.2877,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1026.0,1029.0,Spizella pusilla,Field Sparrow,0.1894,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1044.0,1047.0,Spizella pusilla,Field Sparrow,0.0910,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1065.0,1068.0,Spizella pusilla,Field Sparrow,0.6449,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1071.0,1074.0,Spizella pusilla,Field Sparrow,0.0661,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1095.0,1098.0,Spizella pusilla,Field Sparrow,0.0915,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1143.0,1146.0,Spizella pusilla,Field Sparrow,0.0780,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1236.0,1239.0,Eremophila alpestris,Horned Lark,0.1238,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1548.0,1551.0,Bartramia longicauda,Upland Sandpiper,0.0783,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1617.0,1620.0,Spizella pusilla,Field Sparrow,0.0756,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
1650.0,1653.0,Bartramia longicauda,Upland Sandpiper,0.0833,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
3531.0,3534.0,Spizella pusilla,Field Sparrow,0.4866,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
3534.0,3537.0,Spizella pusilla,Field Sparrow,0.0986,D:\AcousticMonitoringData\ELDON10_Data\Week17\ELDON10_20250501_200502.wav
