Start (s),End (s),Scientific name,Common name,Confidence,File,Date
66,69,Eremophila alpestris,Horned Lark,0.1761,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
282,285,Eremophila alpestris,Horned Lark,0.0619,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
285,288,Eremophila alpestris,Horned Lark,0.0531,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
309,312,Eremophila alpestris,Horned Lark,0.0618,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
312,315,Eremophila alpestris,Horned Lark,0.0518,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
330,333,Eremophila alpestris,Horned Lark,0.0571,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
705,708,Eremophila alpestris,Horned Lark,0.086,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
948,951,Eremophila alpestris,Horned Lark,0.4373,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
990,993,Eremophila alpestris,Horned Lark,0.0591,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
999,1002,Spizella pusilla,Field Sparrow,0.202,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1350,1353,Spizella pusilla,Field Sparrow,0.053,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1524,1527,Spizella pusilla,Field Sparrow,0.0508,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1629,1632,Spizella pusilla,Field Sparrow,0.2119,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1635,1638,Sturnella magna,Eastern Meadowlark,0.0664,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1644,1647,Sturnella magna,Eastern Meadowlark,0.0644,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1650,1653,Spizella pusilla,Field Sparrow,0.1249,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1677,1680,Spizella pusilla,Field Sparrow,0.0897,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1689,1692,Spizella pusilla,Field Sparrow,0.0527,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1719,1722,Spizella pusilla,Field Sparrow,0.1041,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1722,1725,Spizella pusilla,Field Sparrow,0.0856,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1776,1779,Spizella pusilla,Field Sparrow,0.0678,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1821,1824,Spizella pusilla,Field Sparrow,0.0572,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1842,1845,Spizella pusilla,Field Sparrow,0.066,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1851,1854,Spizella pusilla,Field Sparrow,0.0683,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1866,1869,Spizella pusilla,Field Sparrow,0.059,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1872,1875,Sturnella magna,Eastern Meadowlark,0.0904,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1872,1875,Spizella pusilla,Field Sparrow,0.0871,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1893,1896,Spizella pusilla,Field Sparrow,0.0822,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
1986,1989,Sturnella magna,Eastern Meadowlark,0.1688,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2004,2007,Bartramia longicauda,Upland Sandpiper,0.0856,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2043,2046,Sturnella magna,Eastern Meadowlark,0.0805,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2082,2085,Spizella pusilla,Field Sparrow,0.0538,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2103,2106,Sturnella magna,Eastern Meadowlark,0.0731,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2127,2130,Sturnella magna,Eastern Meadowlark,0.079,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2127,2130,Bartramia longicauda,Upland Sandpiper,0.0517,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2151,2154,Sturnella magna,Eastern Meadowlark,0.114,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
2187,2190,Spizella pusilla,Field Sparrow,0.0641,E:\AcousticMonitoringData\ELDON4_Data\Week15\ELDON4_20250421_052800.wav,20250421
