Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Geothlypis trichas,Common Yellowthroat,0.1980,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
3.0,6.0,Geothlypis trichas,Common Yellowthroat,0.1175,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
6.0,9.0,Geothlypis trichas,Common Yellowthroat,0.1858,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
9.0,12.0,Geothlypis trichas,Common Yellowthroat,0.1606,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
18.0,21.0,Geothlypis trichas,Common Yellowthroat,0.1828,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
21.0,24.0,Geothlypis trichas,Common Yellowthroat,0.2360,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
24.0,27.0,Geothlypis trichas,Common Yellowthroat,0.1351,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
30.0,33.0,Spizella pusilla,Field Sparrow,0.1234,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
36.0,39.0,Sturnella magna,Eastern Meadowlark,0.0561,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
45.0,48.0,Geothlypis trichas,Common Yellowthroat,0.0547,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
51.0,54.0,Geothlypis trichas,Common Yellowthroat,0.0941,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
54.0,57.0,Geothlypis trichas,Common Yellowthroat,0.1448,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
57.0,60.0,Geothlypis trichas,Common Yellowthroat,0.1540,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
63.0,66.0,Geothlypis trichas,Common Yellowthroat,0.0716,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
66.0,69.0,Geothlypis trichas,Common Yellowthroat,0.2303,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
69.0,72.0,Geothlypis trichas,Common Yellowthroat,0.0588,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
72.0,75.0,Geothlypis trichas,Common Yellowthroat,0.1361,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
75.0,78.0,Geothlypis trichas,Common Yellowthroat,0.0518,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
78.0,81.0,Geothlypis trichas,Common Yellowthroat,0.1462,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
81.0,84.0,Geothlypis trichas,Common Yellowthroat,0.1062,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
84.0,87.0,Geothlypis trichas,Common Yellowthroat,0.0577,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
87.0,90.0,Geothlypis trichas,Common Yellowthroat,0.1225,D:\AcousticMonitoringData\ELDON5_Data\Week24\ELDON5_20250629_204102.wav
